cod_pagamento,cod_pedido,cod_tipo,data_pag,valor_pago
20184,24847,2,2024-06-22,60.88
20185,24848,3,2024-05-16,503.06
20186,24849,3,2025-05-13,248.64
20187,24851,3,2025-06-15,769.4
20188,24852,3,2023-06-17,42.05
20189,24853,1,2023-08-07,70.13
20190,24854,2,2024-07-13,546.05
20191,24856,2,2023-03-24,558.16
20192,24857,3,2023-01-28,757.75
20193,24858,1,2023-03-03,391.84
20194,24860,3,2022-09-30,807.05
20195,24861,2,2023-06-09,611.64
20196,24862,3,2023-01-10,903.77
20197,24863,3,2024-09-15,496.74
20198,24864,3,2024-06-09,854.45
20199,24866,2,2024-12-26,2165.49
20200,24867,2,2025-06-16,636.76
20201,24868,1,2024-03-19,917.79
20202,24869,1,2023-07-27,421.86
20203,24871,3,2025-04-24,636.79
20204,24872,1,2025-04-08,1797.85
20205,24873,3,2025-06-25,164.6
20206,24874,1,2024-05-24,49.01
20207,24876,3,2025-06-03,497.25
20208,24878,3,2025-04-28,55.84
20209,24879,1,2024-12-25,100.2
20210,24880,3,2024-04-13,453.03
20211,24882,1,2024-05-14,880.85
20212,24883,2,2022-12-24,139.9
20213,24884,2,2024-07-02,553.93
20214,24885,2,2025-05-05,1086.6
20215,24886,2,2025-06-22,374.48
20216,24887,3,2023-07-31,782.9
20217,24888,3,2023-11-04,215.78
20218,24889,1,2023-09-13,1098.27
20219,24891,3,2025-01-10,96.55
20220,24892,2,2025-03-12,113.48
20221,24893,3,2024-05-07,1188.66
20222,24894,1,2025-04-25,1006.59
20223,24895,3,2025-05-08,1077.33
20224,24896,3,2024-12-11,604.71
20225,24897,3,2024-07-01,1281.54
20226,24898,1,2025-06-02,342.5
20227,24899,2,2024-08-20,103.44
20228,24900,1,2025-01-07,653.96
20229,24901,2,2025-06-05,527.3
20230,24902,1,2025-03-19,300.6
20231,24903,1,2025-06-08,588.2
20232,24904,2,2024-02-06,650.95
20233,24905,2,2024-09-26,763.5
20234,24907,2,2023-10-21,474.59
20235,24908,3,2025-06-15,858.48
20236,24909,1,2024-11-22,247.85
20237,24910,1,2025-06-24,852.67
20238,24911,3,2024-12-25,393.35
20239,24912,1,2024-06-20,713.61
20240,24913,2,2025-04-01,1022.82
20241,24914,1,2025-03-03,1449.99
20242,24915,3,2025-03-01,743.1
20243,24916,3,2025-05-01,801.51
20244,24917,2,2025-05-07,300.89
20245,24918,2,2024-01-21,591.37
20246,24919,3,2024-09-09,1563.3
20247,24921,1,2025-06-06,460.51
20248,24922,1,2022-02-27,386.1
20249,24923,3,2025-03-23,311.1
20250,24924,3,2025-04-10,143.04
20251,24925,2,2025-04-07,1015.46
20252,24926,1,2022-07-19,541.84
20253,24928,1,2025-04-16,1016.67
20254,24929,2,2024-01-24,2086.11
20255,24930,3,2021-10-13,714.36
20256,24932,3,2025-05-02,487.28
20257,24933,3,2023-03-05,1016.03
20258,24934,1,2025-01-21,1842.0
20259,24935,1,2025-06-16,818.33
20260,24936,3,2024-07-29,236.08
20261,24937,1,2024-06-27,1260.07
20262,24938,1,2024-04-27,134.81
20263,24939,1,2025-06-06,116.26
20264,24940,1,2024-06-10,1116.85
20265,24945,1,2023-10-02,289.33
20266,24949,3,2024-11-24,946.57
20267,24951,1,2023-06-28,1216.66
20268,24952,3,2024-05-03,804.78
20269,24954,3,2024-10-27,484.68
20270,24956,3,2024-02-29,339.4
20271,24957,2,2024-12-05,1019.0
20272,24958,3,2025-05-10,126.39
20273,24959,3,2023-08-13,306.68
20274,24960,1,2025-06-08,735.85
20275,24961,2,2024-10-18,899.7
20276,24963,2,2025-03-18,1099.08
20277,24964,1,2025-02-14,341.32
20278,24965,2,2024-04-18,911.02
20279,24966,3,2023-10-17,623.08
20280,24967,1,2023-04-06,350.28
20281,24969,3,2025-04-29,938.69
20282,24970,2,2023-11-30,190.81
20283,24972,2,2024-11-08,581.2
20284,24973,1,2025-01-15,701.56
20285,24974,1,2023-04-12,84.55
20286,24975,1,2025-01-08,317.06
20287,24976,1,2022-12-30,240.38
20288,24977,1,2025-02-20,1683.6
20289,24978,2,2025-02-24,1267.83
20290,24979,1,2024-06-25,520.52
20291,24980,2,2024-12-08,986.3
20292,24981,1,2024-05-29,495.39
20293,24982,1,2024-05-09,896.58
20294,24983,1,2025-06-02,768.51
20295,24984,1,2022-12-02,142.35
20296,24985,1,2025-03-09,438.2
20297,24986,1,2024-11-30,135.05
20298,24987,2,2024-09-01,550.7
20299,24988,1,2021-09-07,136.48
20300,24989,1,2022-06-04,966.93
20301,24990,1,2023-10-08,63.59
20302,24991,2,2025-05-02,1001.09
20303,24992,1,2023-07-15,621.6
20304,24993,3,2023-08-10,364.14
20305,24994,1,2021-12-15,770.8
20306,24995,3,2024-12-31,248.26
20307,24996,2,2024-03-09,897.21
20308,24998,1,2025-06-04,306.09
20309,24999,3,2024-12-23,578.37
20310,25000,2,2025-06-23,1104.61
20311,25001,1,2024-12-24,673.12
20312,25002,1,2024-08-10,1294.63
20313,25003,1,2022-02-26,132.64
20314,25004,2,2025-05-22,1028.61
20315,25005,2,2025-06-18,581.72
20316,25006,1,2025-05-24,235.36
20317,25007,3,2023-02-05,478.95
20318,25008,3,2024-01-28,859.6
20319,25009,3,2023-12-17,876.3
20320,25010,3,2024-05-21,1546.83
20321,25011,1,2025-01-28,795.3
20322,25013,3,2024-03-24,573.92
20323,25014,2,2024-11-07,1028.25
20324,25015,1,2024-10-04,628.76
20325,25016,1,2023-10-10,1099.77
20326,25017,3,2023-05-05,533.31
20327,25019,2,2024-11-08,75.7
20328,25020,2,2025-01-20,1336.58
20329,25024,2,2024-12-04,468.89
20330,25025,3,2023-03-19,460.87
20331,25026,2,2024-06-04,34.86
20332,25028,1,2024-08-25,1587.79
20333,25029,1,2024-02-03,352.17
20334,25030,3,2021-07-13,1529.25
20335,25031,2,2023-02-22,215.5
20336,25033,1,2023-10-11,753.78
20337,25034,2,2024-11-14,350.15
20338,25035,3,2025-03-28,94.19
20339,25036,1,2023-09-19,806.13
20340,25037,2,2024-06-02,474.82
20341,25038,3,2023-10-31,119.34
20342,25040,3,2025-01-02,927.75
20343,25041,3,2021-11-28,578.9
20344,25042,3,2025-04-07,604.75
20345,25043,2,2025-04-19,459.65
20346,25044,3,2024-06-20,118.97
20347,25045,3,2022-11-28,538.4
20348,25046,2,2023-07-27,321.67
20349,25047,1,2025-04-24,137.3
20350,25048,1,2024-08-07,1379.54
20351,25050,2,2023-03-27,544.76
20352,25052,2,2025-05-04,167.59
20353,25053,1,2024-10-26,175.04
20354,25054,1,2025-06-19,221.43
20355,25056,3,2024-07-26,459.71
20356,25057,3,2023-08-18,743.8
20357,25058,2,2023-03-29,1219.42
20358,25059,1,2024-12-19,666.0
20359,25060,3,2025-02-19,370.84
20360,25061,2,2025-06-02,258.26
20361,25062,3,2025-02-15,895.3
20362,25063,3,2023-10-28,1488.92
20363,25064,1,2025-04-18,1371.25
20364,25065,1,2024-12-04,148.85
20365,25066,1,2025-05-03,145.6
20366,25067,1,2025-01-25,517.92
20367,25068,2,2025-02-06,891.0
20368,25069,1,2025-02-16,164.3
20369,25071,1,2024-07-22,742.54
20370,25072,1,2022-09-29,1751.36
20371,25073,2,2025-02-04,737.8
20372,25074,3,2023-12-13,152.58
20373,25075,2,2025-01-16,1655.27
20374,25076,2,2024-08-12,155.52
20375,25077,1,2025-06-24,1492.85
20376,25078,3,2025-01-28,933.6
20377,25079,2,2025-01-25,960.02
20378,25080,1,2023-02-27,160.8
20379,25081,3,2024-12-14,368.04
20380,25082,1,2025-03-27,428.64
20381,25083,3,2025-01-13,223.42
20382,25084,3,2024-11-18,442.38
20383,25085,2,2025-01-18,268.56
20384,25087,2,2025-06-13,737.62
20385,25088,1,2025-05-15,433.54
20386,25089,2,2024-11-24,865.0
20387,25090,2,2024-05-03,212.55
20388,25092,2,2024-07-19,336.39
20389,25093,1,2023-01-19,428.28
20390,25094,1,2021-12-18,182.97
20391,25095,2,2023-03-09,1200.57
20392,25096,1,2024-08-05,408.33
20393,25097,1,2024-10-17,885.41
20394,25098,2,2024-08-31,361.03
20395,25099,2,2024-07-31,196.9
20396,25100,1,2023-11-30,561.04
20397,25103,2,2025-05-08,514.83
20398,25104,1,2024-10-29,107.07
20399,25105,3,2025-05-22,622.77
20400,25109,2,2024-12-31,1007.67
20401,25111,1,2025-05-11,1005.15
20402,25112,3,2022-03-01,833.84
20403,25115,2,2024-01-30,1233.71
20404,25117,2,2025-04-22,103.05
20405,25118,1,2023-05-15,1167.7
20406,25119,1,2023-12-07,58.48
20407,25120,3,2021-11-29,731.0
20408,25121,3,2022-05-08,531.76
20409,25122,2,2024-06-17,709.56
20410,25123,1,2024-06-30,1006.1
20411,25124,2,2025-02-04,1234.96
20412,25125,1,2025-02-12,476.19
20413,25126,2,2023-01-06,508.86
20414,25127,2,2024-08-03,391.4
20415,25130,2,2025-02-25,277.43
20416,25131,1,2024-10-28,152.1
20417,25132,1,2024-10-31,260.92
20418,25134,1,2023-11-10,559.26
20419,25135,3,2025-01-30,118.12
20420,25136,3,2023-04-20,52.48
20421,25137,2,2025-04-09,1845.02
20422,25138,2,2023-12-07,510.21
20423,25139,3,2025-01-29,372.44
20424,25140,3,2025-04-26,157.2
20425,25141,2,2024-01-11,71.46
20426,25142,1,2024-10-08,812.63
20427,25143,3,2025-05-26,1755.64
20428,25145,1,2023-04-17,1430.03
20429,25146,3,2025-01-08,919.6
20430,25148,3,2023-09-28,1854.36
20431,25149,1,2023-11-15,820.15
20432,25151,2,2024-07-23,228.24
20433,25152,2,2025-01-28,436.07
20434,25153,1,2024-04-06,332.23
20435,25155,1,2024-05-29,1389.49
20436,25156,3,2024-08-16,813.84
20437,25157,2,2024-08-18,188.15
20438,25158,1,2024-05-24,401.13
20439,25159,2,2025-04-20,1858.65
20440,25160,1,2025-06-01,317.01
20441,25161,3,2022-10-22,402.48
20442,25162,2,2025-03-06,208.13
20443,25163,3,2023-12-30,1201.9
20444,25164,2,2024-09-03,247.34
20445,25165,1,2025-05-18,706.3
20446,25166,3,2022-12-19,175.74
20447,25167,3,2025-02-20,884.56
20448,25168,1,2023-01-13,431.19
20449,25169,1,2024-11-07,1441.04
20450,25170,3,2024-07-07,375.0
20451,25171,2,2025-04-16,445.68
20452,25172,3,2023-01-12,536.04
20453,25173,1,2024-02-11,1170.57
20454,25174,2,2023-08-13,386.2
20455,25175,1,2024-05-22,183.62
20456,25176,1,2025-03-15,347.55
20457,25177,2,2025-06-06,356.32
20458,25178,1,2025-05-26,2002.48
20459,25179,3,2023-02-26,628.89
20460,25181,3,2024-02-18,768.42
20461,25182,2,2024-01-27,114.82
20462,25183,3,2024-05-03,429.85
20463,25184,3,2024-10-21,910.67
20464,25185,1,2024-10-12,113.07
20465,25187,1,2024-12-26,992.99
20466,25188,2,2025-03-14,790.46
20467,25189,1,2023-07-10,576.23
20468,25190,1,2024-04-21,821.99
20469,25191,2,2025-02-04,334.48
20470,25192,2,2025-03-01,1123.8
20471,25193,3,2024-12-01,1666.0
20472,25194,3,2025-01-30,108.75
20473,25195,1,2022-09-25,105.2
20474,25196,3,2025-05-23,271.52
20475,25199,1,2025-05-01,556.11
20476,25200,1,2024-12-18,221.84
20477,25201,3,2024-10-29,591.36
20478,25202,3,2025-04-19,340.7
20479,25204,1,2025-06-09,138.69
20480,25206,2,2024-10-20,792.08
20481,25207,3,2023-11-16,436.5
20482,25209,3,2024-10-29,1545.82
20483,25210,2,2025-03-01,610.45
20484,25211,1,2024-10-14,731.99
20485,25212,2,2025-05-21,206.85
20486,25213,3,2025-06-04,171.14
20487,25214,1,2023-06-30,1338.4
20488,25217,2,2025-06-18,202.84
20489,25218,1,2024-01-31,700.14
20490,25219,3,2024-10-29,622.99
20491,25220,3,2024-09-27,1357.49
20492,25221,3,2025-05-28,778.66
20493,25222,2,2023-11-13,660.28
20494,25223,1,2024-12-15,230.4
20495,25224,1,2025-02-10,224.14
20496,25225,1,2023-12-03,160.55
20497,25226,2,2024-07-23,718.99
20498,25227,1,2024-07-12,697.86
20499,25228,1,2024-09-07,539.37
20500,25230,3,2022-05-04,207.93
20501,25231,2,2024-09-20,397.97
20502,25232,2,2024-05-17,1677.0
20503,25233,2,2025-06-01,201.92
20504,25234,3,2022-11-06,846.4
20505,25235,1,2023-04-27,967.84
20506,25236,1,2023-04-09,403.23
20507,25237,3,2025-04-26,586.66
20508,25239,2,2023-11-04,568.84
20509,25241,3,2023-02-06,752.17
20510,25242,3,2021-12-06,718.95
20511,25245,3,2023-01-15,170.81
20512,25246,3,2025-05-26,351.27
20513,25247,3,2024-12-28,555.4
20514,25248,2,2024-04-08,392.04
20515,25249,3,2024-12-24,404.05
20516,25250,3,2024-04-15,127.98
20517,25251,3,2025-04-30,325.0
20518,25252,1,2023-07-28,894.39
20519,25253,1,2024-12-25,771.5
20520,25254,3,2024-05-10,900.43
20521,25256,2,2024-07-22,188.42
20522,25257,1,2024-10-18,314.36
20523,25259,2,2024-04-09,836.45
20524,25260,1,2024-08-21,898.06
20525,25263,3,2024-09-18,316.17
20526,25264,2,2025-02-07,563.15
20527,25265,3,2022-12-15,446.45
20528,25268,2,2022-12-02,806.96
20529,25269,2,2024-04-25,46.65
20530,25271,2,2023-07-02,1740.25
20531,25272,2,2024-08-13,353.1
20532,25273,2,2023-07-08,369.78
20533,25274,2,2024-07-17,370.6
20534,25275,2,2024-12-15,1590.53
20535,25276,1,2024-03-29,642.4
20536,25277,3,2024-12-27,637.0
20537,25279,2,2025-03-31,554.64
20538,25280,2,2025-05-25,599.18
20539,25281,2,2025-02-20,162.39
20540,25282,2,2025-06-16,1541.96
20541,25283,1,2024-12-20,878.93
20542,25284,3,2024-09-06,485.95
20543,25285,2,2025-06-07,360.92
20544,25286,2,2024-06-29,685.66
20545,25287,1,2025-03-29,213.52
20546,25288,1,2025-04-10,275.14
20547,25289,3,2023-09-19,463.24
20548,25290,3,2025-01-11,1192.02
20549,25291,3,2025-02-21,666.95
20550,25292,3,2024-05-05,533.86
20551,25293,1,2024-10-11,529.58
20552,25294,1,2025-06-01,664.45
20553,25297,1,2022-12-14,759.78
20554,25298,2,2023-09-10,496.11
20555,25299,1,2024-05-01,530.28
20556,25300,3,2024-09-25,1160.62
20557,25301,2,2024-04-24,1200.78
20558,25302,1,2025-04-21,1040.25
20559,25303,2,2025-03-13,753.79
20560,25304,1,2025-02-11,1293.9
20561,25306,1,2023-07-05,684.49
20562,25307,1,2022-05-18,611.61
20563,25308,3,2025-06-12,816.18
20564,25309,2,2025-05-08,910.88
20565,25311,1,2025-04-26,483.48
20566,25312,2,2024-11-01,857.91
20567,25313,3,2024-03-11,2071.32
20568,25314,3,2025-06-01,602.04
20569,25315,1,2022-06-14,351.76
20570,25316,3,2024-05-25,399.54
20571,25317,3,2023-01-15,509.3
20572,25318,1,2024-01-21,1273.16
20573,25319,3,2023-07-24,976.6
20574,25321,2,2023-02-09,165.2
20575,25322,2,2025-06-22,1683.91
20576,25323,1,2025-06-17,236.73
20577,25324,2,2024-06-24,879.84
20578,25325,3,2025-05-24,213.75
20579,25327,1,2025-04-09,1132.76
20580,25329,2,2025-06-06,640.4
20581,25332,3,2024-04-25,641.62
20582,25334,1,2023-11-17,444.81
20583,25335,3,2025-03-05,949.79
20584,25336,1,2024-03-21,430.33
20585,25337,1,2024-09-30,1008.76
20586,25339,3,2024-10-19,988.97
20587,25340,1,2025-03-06,1252.71
20588,25342,1,2025-06-22,369.22
20589,25343,1,2025-04-22,233.76
20590,25344,3,2024-01-20,1257.02
20591,25345,3,2024-04-05,975.99
20592,25347,1,2024-05-18,157.41
20593,25348,3,2024-11-09,343.71
20594,25350,3,2025-06-09,272.88
20595,25351,2,2025-06-01,181.5
20596,25353,1,2024-01-25,482.39
20597,25354,3,2024-08-13,839.97
20598,25355,1,2022-05-11,685.14
20599,25356,1,2025-01-24,790.55
20600,25357,1,2025-03-24,34.39
20601,25358,2,2023-10-21,501.84
20602,25359,1,2025-03-08,389.6
20603,25360,2,2024-04-06,704.65
20604,25361,2,2025-03-25,692.97
20605,25362,2,2025-05-20,122.49
20606,25363,1,2025-05-22,233.78
20607,25364,2,2025-02-10,491.65
20608,25367,1,2025-05-19,262.45
20609,25368,2,2025-01-08,934.45
20610,25369,1,2024-03-31,786.03
20611,25370,3,2024-06-24,983.25
20612,25371,1,2023-06-04,446.67
20613,25372,1,2024-03-08,419.93
20614,25373,2,2025-03-21,687.2
20615,25374,1,2023-03-22,245.35
20616,25375,2,2024-02-01,130.74
20617,25376,3,2023-11-23,438.09
20618,25377,1,2024-05-21,202.7
20619,25379,3,2025-02-15,1062.7
20620,25380,2,2023-01-07,594.37
20621,25381,1,2024-07-16,122.76
20622,25382,3,2024-07-15,1461.91
20623,25383,1,2024-11-22,339.56
20624,25384,1,2024-05-04,840.46
20625,25385,3,2022-06-17,94.46
20626,25386,2,2025-05-17,307.74
20627,25388,1,2025-05-20,544.29
20628,25390,1,2025-06-18,816.61
20629,25391,2,2025-01-01,2160.62
20630,25392,3,2022-06-24,168.24
20631,25394,3,2023-09-22,506.37
20632,25395,2,2025-04-04,413.43
20633,25396,2,2023-02-01,193.71
20634,25398,2,2024-08-06,209.55
20635,25399,1,2024-11-10,573.12
20636,25400,2,2024-07-16,635.5
20637,25401,3,2022-11-10,104.82
20638,25402,2,2023-02-08,742.9
20639,25403,2,2025-01-19,476.96
20640,25405,2,2025-03-12,514.85
20641,25406,1,2025-05-24,1711.53
20642,25407,1,2024-09-29,1445.96
20643,25408,3,2022-05-14,278.96
20644,25409,2,2025-05-27,606.8
20645,25410,2,2025-04-29,171.88
20646,25411,3,2024-09-26,643.8
20647,25412,1,2024-02-26,838.89
20648,25414,1,2024-08-25,302.37
20649,25415,3,2024-06-08,710.99
20650,25416,2,2024-10-10,487.76
20651,25417,2,2024-02-28,667.35
20652,25418,3,2024-08-01,937.99
20653,25420,2,2022-05-17,120.24
20654,25421,2,2025-02-14,800.12
20655,25422,1,2023-09-29,188.1
20656,25423,3,2023-06-30,520.6
20657,25424,2,2025-06-18,1069.15
20658,25425,3,2023-12-19,230.45
20659,25426,3,2024-03-03,575.17
20660,25427,1,2025-06-12,167.0
20661,25428,2,2025-02-13,527.66
20662,25429,3,2022-04-26,142.95
20663,25430,3,2025-01-27,1040.18
20664,25431,2,2024-05-19,629.5
20665,25432,1,2025-06-13,1256.04
20666,25434,2,2025-02-17,381.94
20667,25435,3,2024-04-06,175.4
20668,25438,2,2025-02-16,947.66
20669,25439,3,2023-07-19,1742.76
20670,25440,1,2024-01-11,293.58
20671,25442,2,2023-08-26,423.84
20672,25443,1,2025-04-10,268.09
20673,25445,3,2023-07-02,194.72
20674,25446,2,2025-06-03,1061.9
20675,25447,1,2023-08-16,465.44
20676,25448,2,2023-08-16,153.82
20677,25449,3,2021-12-18,217.4
20678,25450,3,2025-05-23,287.94
20679,25451,2,2025-04-06,1226.2
20680,25454,2,2025-05-18,528.81
20681,25456,3,2025-05-29,250.96
20682,25457,2,2023-05-29,687.0
20683,25458,3,2025-06-25,930.22
20684,25459,3,2025-01-18,378.92
20685,25460,2,2023-11-11,115.69
20686,25461,3,2025-01-30,815.25
20687,25462,3,2025-04-26,138.43
20688,25463,2,2024-06-24,1338.76
20689,25464,1,2025-05-10,903.08
20690,25465,2,2022-12-15,746.64
20691,25466,3,2022-09-18,677.74
20692,25468,2,2024-11-06,886.64
20693,25469,1,2024-04-13,202.14
20694,25470,2,2022-10-23,319.68
20695,25471,2,2025-05-25,1757.44
20696,25472,2,2023-12-25,501.95
20697,25473,2,2024-03-14,818.7
20698,25474,1,2023-08-26,1081.59
20699,25475,1,2023-11-05,68.34
20700,25476,3,2022-11-20,642.46
20701,25477,1,2022-07-12,1385.9
20702,25478,3,2023-05-12,256.83
20703,25479,3,2023-04-17,858.04
20704,25480,2,2024-08-28,552.51
20705,25482,1,2023-11-24,1032.92
20706,25483,1,2024-03-03,561.47
20707,25484,1,2024-05-23,701.77
20708,25485,3,2024-06-10,174.78
20709,25486,3,2024-05-10,207.12
20710,25487,1,2025-05-03,220.58
20711,25488,3,2022-12-29,536.31
20712,25490,1,2022-12-20,224.46
20713,25491,3,2025-04-30,333.29
20714,25492,2,2022-05-13,148.08
20715,25493,2,2024-03-31,662.82
20716,25494,2,2025-01-18,45.04
20717,25495,2,2025-01-13,2005.55
20718,25496,2,2023-03-20,1112.2
20719,25497,2,2024-08-08,751.55
20720,25499,2,2022-10-25,1072.22
20721,25500,3,2023-07-16,490.43
20722,25503,3,2022-10-18,493.48
20723,25504,3,2023-06-10,206.34
20724,25505,2,2023-10-12,1357.63
20725,25506,1,2025-04-19,418.2
20726,25507,2,2024-03-29,529.84
20727,25508,1,2025-05-09,952.07
20728,25510,1,2025-05-30,1586.46
20729,25511,1,2025-06-21,772.92
20730,25512,3,2024-11-21,370.55
20731,25513,1,2024-11-30,458.91
20732,25514,2,2024-11-15,691.05
20733,25516,1,2024-12-13,2026.45
20734,25517,2,2023-10-07,916.86
20735,25518,2,2023-07-07,411.91
20736,25519,2,2024-06-02,135.09
20737,25520,2,2023-08-27,87.2
20738,25521,3,2025-01-19,117.46
20739,25522,2,2025-05-01,859.76
20740,25523,1,2025-05-19,998.03
20741,25524,2,2023-11-13,1774.22
20742,25525,1,2024-11-25,64.45
20743,25526,2,2023-09-09,188.06
20744,25527,2,2024-11-28,940.88
20745,25528,1,2025-05-20,133.95
20746,25529,1,2025-04-25,48.82
20747,25530,2,2025-06-14,520.38
20748,25531,1,2024-02-19,1066.38
20749,25532,3,2025-06-11,313.3
20750,25533,1,2025-02-13,630.85
20751,25534,1,2024-03-10,292.64
20752,25535,1,2025-03-05,235.29
20753,25536,3,2023-08-23,776.04
20754,25537,3,2023-09-14,331.16
20755,25538,2,2023-07-28,308.55
20756,25539,1,2023-02-08,198.4
20757,25540,3,2025-04-01,143.06
20758,25541,3,2024-08-11,483.55
20759,25542,3,2024-11-05,195.16
20760,25543,2,2024-04-05,309.96
20761,25545,2,2025-05-05,878.85
20762,25546,1,2023-12-20,218.6
20763,25547,3,2025-03-11,1588.17
20764,25548,1,2025-06-03,1018.71
20765,25550,3,2023-01-04,2466.94
20766,25551,1,2024-11-24,1752.4
20767,25553,2,2023-10-27,189.21
20768,25554,1,2023-08-02,119.69
20769,25555,2,2024-10-31,621.55
20770,25556,1,2024-08-01,110.62
20771,25557,1,2024-10-25,738.8
20772,25559,3,2025-03-09,640.73
20773,25560,3,2022-08-27,307.65
20774,25561,1,2025-04-22,94.49
20775,25562,1,2025-03-06,621.6
20776,25563,1,2024-01-23,908.92
20777,25564,2,2025-02-11,319.62
20778,25565,1,2025-06-19,715.62
20779,25566,2,2024-01-17,1186.07
20780,25567,3,2024-12-12,809.8
20781,25568,3,2025-01-31,436.08
20782,25569,1,2024-12-29,70.26
20783,25570,1,2023-03-03,258.68
20784,25571,3,2024-06-15,895.14
20785,25572,1,2025-06-16,849.39
20786,25573,1,2023-07-03,1182.2
20787,25574,2,2024-11-06,127.9
20788,25575,3,2025-05-23,137.85
20789,25576,3,2024-02-03,468.47
20790,25577,1,2024-09-01,420.0
20791,25578,1,2024-01-14,898.05
20792,25579,1,2024-03-05,827.76
20793,25582,1,2023-12-11,524.79
20794,25583,2,2023-07-17,172.25
20795,25584,3,2024-07-12,757.39
20796,25585,3,2023-05-08,539.26
20797,25586,3,2025-04-07,840.27
20798,25587,3,2024-07-07,311.64
20799,25588,1,2022-10-20,96.56
20800,25589,3,2024-07-06,57.93
20801,25590,3,2025-06-24,947.55
20802,25591,1,2025-01-17,1640.94
20803,25592,2,2025-02-20,575.94
20804,25594,1,2022-04-23,1945.69
20805,25595,3,2024-03-27,286.32
20806,25596,1,2024-09-09,516.16
20807,25598,1,2025-06-18,416.08
20808,25599,3,2025-03-02,319.28
20809,25600,2,2022-08-29,177.21
20810,25601,2,2024-12-09,174.24
20811,25602,1,2023-02-16,530.06
20812,25603,3,2024-01-05,125.65
20813,25604,2,2023-09-21,227.02
20814,25605,1,2022-07-14,867.03
20815,25606,3,2025-01-11,532.05
20816,25607,3,2025-03-03,394.68
20817,25609,3,2025-06-16,263.54
20818,25611,2,2023-10-27,656.43
20819,25612,3,2025-05-07,1192.92
20820,25614,2,2024-04-15,634.85
20821,25615,2,2025-04-05,346.4
20822,25616,2,2024-10-29,1210.34
20823,25618,2,2023-08-24,1115.63
20824,25619,2,2025-06-03,678.52
20825,25620,2,2025-02-26,445.74
20826,25622,2,2025-06-08,471.17
20827,25623,3,2023-01-04,876.28
20828,25624,1,2024-07-04,1419.63
20829,25625,3,2024-08-18,157.66
20830,25626,1,2024-12-17,102.91
20831,25627,3,2023-11-24,291.21
20832,25628,2,2023-08-19,1380.19
20833,25630,3,2024-10-08,1348.14
20834,25631,1,2025-03-14,545.92
20835,25632,2,2024-12-02,432.58
20836,25635,3,2025-01-24,231.55
20837,25636,2,2024-10-01,1202.09
20838,25639,3,2025-01-02,792.18
20839,25640,2,2025-06-01,239.04
20840,25641,1,2024-10-29,373.4
20841,25642,2,2024-11-18,435.28
20842,25643,2,2025-05-15,761.4
20843,25644,2,2021-11-28,291.24
20844,25645,1,2025-03-03,363.1
20845,25646,3,2024-07-07,820.63
20846,25647,1,2025-05-13,629.95
20847,25649,1,2024-08-28,133.37
20848,25650,1,2024-06-12,994.35
20849,25651,2,2024-11-22,238.67
20850,25652,1,2022-05-09,1422.87
20851,25653,3,2023-04-01,849.95
20852,25654,1,2022-07-29,921.37
20853,25655,2,2025-01-02,1491.03
20854,25657,2,2025-02-20,559.94
20855,25658,3,2022-12-24,1476.48
20856,25659,2,2025-04-14,1457.01
20857,25660,2,2024-08-09,910.35
20858,25662,1,2024-03-18,99.54
20859,25663,1,2025-05-07,211.0
20860,25664,2,2024-04-28,438.85
20861,25665,3,2022-08-16,25.1
20862,25666,3,2025-01-03,1401.77
20863,25667,3,2022-10-04,392.5
20864,25668,2,2025-04-24,497.56
20865,25669,2,2024-10-23,531.68
20866,25670,2,2023-09-21,101.31
20867,25671,2,2022-02-05,635.0
20868,25672,1,2024-01-21,567.05
20869,25673,2,2022-08-13,715.59
20870,25674,1,2025-02-08,244.68
20871,25675,2,2025-04-23,454.67
20872,25678,3,2024-05-29,185.61
20873,25680,1,2024-12-07,123.57
20874,25681,3,2025-02-23,935.92
20875,25683,2,2024-12-28,155.8
20876,25684,1,2025-01-01,246.27
20877,25685,2,2024-09-22,985.58
20878,25686,1,2023-08-08,602.9
20879,25687,2,2024-03-29,681.79
20880,25688,3,2024-12-10,311.79
20881,25689,1,2023-10-24,760.95
20882,25690,2,2025-05-24,581.95
20883,25691,1,2023-12-30,559.16
20884,25692,2,2022-11-06,707.03
20885,25693,3,2025-04-18,942.43
20886,25694,1,2025-03-31,525.82
20887,25695,3,2024-09-26,922.49
20888,25696,1,2024-07-15,1185.28
20889,25697,1,2024-04-26,1157.76
20890,25698,2,2022-11-15,125.5
20891,25699,3,2024-07-14,468.42
20892,25700,1,2023-10-08,946.16
20893,25701,2,2023-08-14,282.84
20894,25702,2,2024-06-24,343.08
20895,25703,2,2025-06-22,205.38
20896,25704,1,2024-04-29,702.27
20897,25705,3,2025-05-29,145.6
20898,25706,2,2025-05-20,1889.17
20899,25707,2,2025-06-05,1512.1
20900,25708,2,2025-05-14,204.55
20901,25709,1,2025-04-17,1427.69
20902,25711,3,2025-05-24,616.36
20903,25712,1,2024-06-10,36.49
20904,25713,1,2024-09-10,280.11
20905,25715,1,2023-12-17,266.22
20906,25716,3,2024-08-31,562.24
20907,25718,1,2023-03-07,523.29
20908,25719,1,2025-04-04,588.65
20909,25720,2,2022-10-01,293.98
20910,25721,1,2025-05-31,228.72
20911,25722,3,2025-04-27,258.63
