cod_pedido,cod_cliente,data_pedido,status
27789,21605,2024-07-22,Pendente
27790,10032,2022-12-04,Pago
27791,21490,2024-07-12,Pago
27792,21962,2022-07-13,Pendente
27793,5837,2023-05-05,Cancelado
27794,5012,2023-09-10,Cancelado
27795,15526,2022-05-08,Pago
27796,23457,2024-08-22,Pendente
27797,7480,2025-05-21,Pago
27798,15630,2023-05-24,Pendente
27799,323,2024-08-14,Cancelado
27800,6549,2022-08-18,Pago
27801,22259,2023-04-16,Pendente
27802,2405,2023-12-27,Pago
27803,20323,2025-03-29,Pendente
27804,17115,2025-02-23,Pago
27805,22960,2023-09-21,Cancelado
27806,17253,2022-04-26,Pago
27807,10916,2023-12-26,Pago
27808,9588,2021-09-12,Pago
27809,16051,2025-04-20,Pago
27810,9220,2023-02-17,Pendente
27811,8456,2022-09-24,Pendente
27812,7168,2024-08-17,Cancelado
27813,6257,2022-12-23,Pendente
27814,20992,2021-08-08,Pendente
27815,14484,2021-12-06,Pendente
27816,2960,2022-05-12,Cancelado
27817,15550,2025-02-04,Pendente
27818,8407,2021-09-09,Pendente
27819,19022,2023-06-23,Pago
27820,149,2024-10-16,Cancelado
27821,8456,2025-02-01,Pendente
27822,9928,2022-02-22,Cancelado
27823,20543,2025-01-08,Pendente
27824,15374,2021-11-11,Pago
27825,15942,2021-10-21,Pago
27826,20617,2025-05-29,Pago
27827,12266,2022-06-02,Cancelado
27828,5024,2023-04-20,Pago
27829,19871,2022-06-02,Cancelado
27830,15929,2023-12-22,Pago
27831,5191,2021-12-25,Pago
27832,11811,2024-12-15,Cancelado
27833,169,2023-09-23,Cancelado
27834,17451,2023-02-19,Pendente
27835,3626,2022-10-25,Pendente
27836,18943,2025-01-22,Cancelado
27837,23333,2022-08-26,Cancelado
27838,5936,2024-03-29,Cancelado
27839,18851,2022-01-27,Cancelado
27840,2660,2024-10-23,Cancelado
27841,230,2023-06-23,Pendente
27842,19044,2023-12-20,Pendente
27843,12916,2022-07-28,Pago
27844,18145,2024-10-22,Pago
27845,7690,2021-11-01,Pendente
27846,7318,2024-04-03,Pendente
27847,23946,2024-07-13,Cancelado
27848,22779,2021-07-23,Pendente
27849,21179,2024-02-16,Pago
27850,7133,2021-10-02,Pago
27851,14179,2023-07-29,Cancelado
27852,12527,2021-07-15,Pago
27853,11451,2023-10-13,Cancelado
27854,21272,2025-01-16,Pendente
27855,8692,2022-11-20,Pago
27856,19126,2023-01-16,Pendente
27857,20062,2023-09-14,Pendente
27858,11717,2022-06-19,Pago
27859,16158,2023-11-21,Pago
27860,8189,2025-03-09,Pendente
27861,17000,2021-11-03,Cancelado
27862,21248,2025-02-19,Pendente
27863,14474,2024-03-07,Pago
27864,8022,2023-11-14,Pendente
27865,11378,2022-06-18,Pendente
27866,19221,2022-05-31,Cancelado
27867,10618,2024-03-27,Pendente
27868,18528,2025-03-08,Pendente
27869,1224,2021-11-22,Cancelado
27870,6891,2024-04-14,Cancelado
27871,16450,2023-02-25,Pendente
27872,20428,2023-05-01,Pendente
27873,8405,2021-12-11,Cancelado
27874,11978,2021-06-26,Pendente
27875,616,2022-07-05,Pendente
27876,3054,2021-10-06,Pago
27877,17250,2022-12-26,Pago
27878,24156,2023-10-02,Pago
27879,16060,2022-10-19,Pendente
27880,8991,2023-04-26,Pago
27881,5325,2023-09-30,Pago
27882,10626,2025-05-18,Cancelado
27883,18334,2025-04-01,Pendente
27884,404,2023-04-23,Pago
27885,5470,2021-10-24,Pago
27886,12954,2021-12-04,Cancelado
27887,11447,2023-09-28,Pago
27888,6920,2023-09-24,Pendente
27889,3874,2023-05-13,Pendente
27890,23393,2024-07-28,Pendente
27891,5587,2024-05-20,Pendente
27892,17758,2022-07-20,Pendente
27893,7928,2023-04-01,Pago
27894,21809,2021-11-30,Pago
27895,781,2022-08-01,Pago
27896,20784,2023-09-09,Pendente
27897,9922,2022-02-05,Cancelado
27898,20230,2021-11-09,Pendente
27899,21752,2025-06-13,Pendente
27900,6691,2025-03-21,Pago
27901,19979,2023-03-02,Cancelado
27902,18148,2024-01-27,Cancelado
27903,18539,2021-09-30,Cancelado
27904,508,2022-07-08,Cancelado
27905,22652,2023-12-16,Pago
27906,6367,2021-12-21,Pago
27907,8175,2023-04-28,Pago
27908,1968,2023-05-04,Pendente
27909,10761,2023-03-30,Pendente
27910,8141,2023-05-14,Pago
27911,1256,2022-04-23,Pendente
27912,3127,2022-05-31,Cancelado
27913,3441,2024-02-04,Pendente
27914,22811,2024-01-17,Pendente
27915,19717,2023-09-08,Cancelado
27916,10746,2024-12-22,Pago
27917,11108,2022-01-10,Cancelado
27918,19168,2022-10-01,Pendente
27919,21795,2023-09-22,Cancelado
27920,5332,2021-10-27,Cancelado
27921,12325,2023-08-10,Pago
27922,11815,2025-04-06,Pendente
27923,8108,2021-07-19,Pendente
27924,17295,2023-10-11,Pago
27925,22527,2024-03-07,Pago
27926,9788,2025-03-08,Pago
27927,630,2024-03-05,Pendente
27928,9087,2024-10-09,Pendente
27929,8369,2023-12-29,Cancelado
27930,5150,2023-03-16,Cancelado
27931,19474,2022-02-12,Pendente
27932,107,2023-07-01,Pago
27933,1493,2025-05-11,Cancelado
27934,1872,2023-09-04,Pendente
27935,17005,2023-03-24,Cancelado
27936,14298,2024-04-14,Cancelado
27937,14086,2024-10-11,Pendente
27938,12005,2024-11-04,Pago
27939,3667,2023-08-31,Pendente
27940,7670,2024-06-20,Pendente
27941,5627,2025-06-20,Pendente
27942,10056,2024-12-08,Pendente
27943,361,2025-06-22,Pendente
27944,1469,2023-03-20,Pago
27945,5556,2024-11-03,Pago
27946,14711,2022-02-01,Pendente
27947,18944,2024-11-09,Pago
27948,11027,2022-09-10,Pago
27949,19088,2023-09-07,Pago
27950,22757,2022-08-23,Cancelado
27951,16616,2022-06-22,Pago
27952,625,2021-11-23,Cancelado
27953,6228,2021-07-07,Cancelado
27954,11070,2025-04-20,Cancelado
27955,21167,2022-06-08,Pago
27956,4304,2025-05-15,Pago
27957,18238,2025-01-25,Pago
27958,20460,2022-12-13,Cancelado
27959,6468,2024-03-13,Cancelado
27960,8131,2024-05-22,Cancelado
27961,18591,2025-02-16,Pago
27962,15237,2021-11-02,Pago
27963,14435,2023-06-27,Cancelado
27964,7831,2022-06-01,Pago
27965,19230,2024-02-20,Pago
27966,24268,2024-07-28,Cancelado
27967,10187,2024-03-27,Cancelado
27968,20021,2024-01-02,Pendente
27969,11899,2021-12-30,Cancelado
27970,16494,2021-10-05,Pendente
27971,16164,2022-02-10,Cancelado
27972,14923,2022-12-07,Pago
27973,4728,2022-02-28,Pendente
27974,12948,2023-03-21,Cancelado
27975,12763,2023-09-15,Pago
27976,12425,2024-12-23,Pago
27977,10716,2023-12-14,Pendente
27978,16741,2022-05-16,Pago
27979,13696,2021-09-08,Pago
27980,9283,2023-01-08,Pendente
27981,24570,2023-12-11,Pendente
27982,110,2023-05-18,Pago
27983,582,2024-10-22,Pendente
27984,4759,2022-10-25,Pago
27985,23679,2025-04-20,Pendente
27986,1165,2022-11-07,Cancelado
27987,23672,2024-03-18,Pendente
27988,9516,2023-09-15,Pendente
27989,9606,2021-08-05,Pago
27990,23597,2024-01-26,Pendente
27991,18483,2023-01-21,Pago
27992,12904,2021-09-30,Pendente
27993,16593,2023-05-30,Cancelado
27994,22819,2022-05-24,Cancelado
27995,7580,2023-02-28,Pendente
27996,4167,2022-03-26,Cancelado
27997,20045,2022-06-23,Pago
27998,14151,2022-04-15,Cancelado
27999,23010,2022-07-08,Cancelado
28000,14261,2022-09-11,Cancelado
28001,3253,2022-10-27,Cancelado
28002,6181,2022-05-14,Pago
28003,21229,2022-07-20,Pendente
28004,10426,2023-06-18,Pendente
28005,1261,2024-11-01,Pendente
28006,11060,2024-03-09,Cancelado
28007,12915,2021-08-31,Pendente
28008,20734,2024-07-09,Cancelado
28009,22553,2025-04-25,Pago
28010,10143,2022-10-14,Pago
28011,593,2025-02-01,Pendente
28012,21699,2024-04-14,Pago
28013,16254,2024-03-06,Cancelado
28014,3518,2021-06-26,Pendente
28015,498,2025-02-14,Pendente
28016,13776,2025-02-01,Pendente
28017,16898,2023-11-01,Pendente
28018,15941,2021-11-08,Pago
28019,13989,2023-01-16,Pago
28020,21312,2021-12-23,Pendente
28021,5304,2023-07-04,Cancelado
28022,20388,2025-06-16,Pendente
28023,1683,2024-09-15,Pendente
28024,24491,2024-02-23,Pendente
28025,11972,2023-03-22,Pendente
28026,16113,2025-01-23,Cancelado
28027,8426,2023-01-11,Cancelado
28028,13149,2023-08-05,Pendente
28029,16317,2025-04-15,Pendente
28030,6884,2023-04-12,Pendente
28031,11134,2024-12-22,Pendente
28032,23983,2024-10-31,Cancelado
28033,6187,2023-02-03,Cancelado
28034,16736,2024-06-12,Pago
28035,21430,2022-09-28,Cancelado
28036,3803,2022-08-08,Pendente
28037,24972,2022-08-01,Pago
28038,43,2025-03-07,Pago
28039,13889,2022-08-26,Cancelado
28040,7459,2022-07-14,Cancelado
28041,19862,2025-03-01,Pago
28042,14840,2023-07-30,Pago
28043,2569,2022-12-18,Pendente
28044,1902,2021-10-23,Pendente
28045,7538,2022-07-14,Pago
28046,23371,2022-12-21,Pago
28047,3648,2022-08-28,Pago
28048,18375,2025-06-24,Pago
28049,24590,2022-04-29,Pago
28050,4187,2023-06-27,Pendente
28051,5397,2024-04-21,Pago
28052,754,2025-04-17,Pendente
28053,10959,2023-10-06,Pago
28054,10000,2024-10-18,Cancelado
28055,15865,2023-11-23,Pago
28056,3798,2022-11-22,Cancelado
28057,18713,2021-10-14,Pago
28058,17290,2021-09-14,Cancelado
28059,15708,2022-06-16,Pago
28060,20872,2025-04-02,Cancelado
28061,15058,2023-09-14,Pendente
28062,22086,2021-09-16,Pendente
28063,16889,2025-06-04,Pago
28064,10017,2022-11-20,Cancelado
28065,20367,2022-11-08,Pago
28066,22572,2021-10-29,Pendente
28067,14168,2024-07-10,Pago
28068,13465,2021-12-24,Pago
28069,2642,2023-07-23,Cancelado
28070,14241,2023-01-05,Cancelado
28071,2078,2021-09-24,Pendente
28072,8885,2024-11-09,Cancelado
28073,20952,2021-10-21,Cancelado
28074,4359,2024-10-17,Pendente
28075,15505,2023-01-01,Pendente
28076,748,2022-07-20,Cancelado
28077,19794,2025-04-20,Pendente
28078,17075,2024-06-18,Pendente
28079,14674,2022-01-03,Pendente
28080,18886,2023-06-17,Cancelado
28081,20171,2024-06-02,Pendente
28082,22233,2023-04-29,Pago
28083,22942,2023-03-03,Pago
28084,16422,2024-07-05,Cancelado
28085,23924,2023-06-17,Pendente
28086,22385,2021-09-26,Pago
28087,6364,2023-02-05,Pago
28088,23245,2022-03-30,Pendente
28089,1230,2022-08-20,Pendente
28090,15977,2023-05-14,Cancelado
28091,9211,2021-12-28,Pago
28092,1042,2021-11-20,Pago
28093,5011,2023-04-25,Cancelado
28094,3552,2024-11-06,Pendente
28095,18644,2025-03-21,Cancelado
28096,23532,2022-08-17,Pendente
28097,24343,2022-10-07,Pendente
28098,4827,2024-07-26,Pago
28099,19021,2022-11-03,Pago
28100,17360,2021-09-06,Cancelado
28101,14960,2022-02-23,Pago
28102,7278,2022-12-01,Cancelado
28103,20890,2021-12-19,Cancelado
28104,4029,2022-04-20,Pendente
28105,23652,2023-06-19,Pendente
28106,21467,2023-09-06,Cancelado
28107,16561,2022-07-17,Pago
28108,1313,2021-11-01,Pago
28109,10372,2022-11-26,Pendente
28110,17268,2023-06-20,Pendente
28111,10497,2023-10-30,Pago
28112,16681,2024-08-02,Cancelado
28113,2042,2022-04-18,Cancelado
28114,16174,2024-10-18,Pendente
28115,2484,2021-11-12,Pago
28116,9328,2023-01-03,Pago
28117,9050,2025-05-01,Cancelado
28118,11814,2022-10-21,Pendente
28119,20695,2024-08-24,Pago
28120,18151,2022-09-08,Cancelado
28121,17178,2022-11-10,Cancelado
28122,18603,2023-07-29,Pendente
28123,14664,2022-07-15,Pendente
28124,995,2021-07-15,Pendente
28125,4214,2022-05-17,Pago
28126,15703,2024-07-04,Pendente
28127,15920,2022-02-21,Pago
28128,19143,2022-03-23,Cancelado
28129,7966,2024-01-31,Pago
28130,17925,2024-04-30,Pago
28131,23194,2025-05-13,Pago
28132,17367,2024-12-28,Pago
28133,10448,2024-07-07,Pendente
28134,9089,2023-10-08,Pago
28135,11757,2021-12-11,Pago
28136,19877,2021-12-19,Pendente
28137,4713,2024-11-24,Pendente
28138,19660,2025-02-03,Cancelado
28139,5666,2022-07-11,Cancelado
28140,5500,2023-04-10,Pendente
28141,6851,2022-03-16,Pendente
28142,24482,2023-01-12,Pago
28143,6633,2022-12-30,Pago
28144,15441,2023-11-09,Pago
28145,3652,2021-12-27,Pago
28146,942,2022-08-29,Pendente
28147,1297,2023-03-26,Pendente
28148,11946,2023-04-27,Pago
28149,2543,2024-03-31,Pendente
28150,20818,2022-03-17,Cancelado
28151,2725,2021-11-25,Pago
28152,9118,2022-06-30,Pago
28153,20943,2023-12-03,Pendente
28154,12725,2022-09-26,Pendente
28155,10265,2023-09-10,Cancelado
28156,8190,2021-10-23,Pago
28157,16053,2023-03-25,Cancelado
28158,3634,2024-10-23,Pendente
28159,18963,2024-12-01,Pago
28160,21802,2022-06-04,Pendente
28161,10274,2023-05-09,Pago
28162,21758,2021-07-23,Cancelado
28163,12426,2022-04-04,Pendente
28164,13822,2025-03-10,Pago
28165,3481,2023-12-06,Pendente
28166,13285,2024-04-05,Pendente
28167,8678,2021-07-16,Pendente
28168,1677,2023-11-03,Cancelado
28169,15817,2022-07-20,Pendente
28170,1493,2024-06-11,Pago
28171,23344,2023-12-13,Cancelado
28172,9850,2023-12-21,Pago
28173,21132,2022-10-13,Pago
28174,3112,2022-09-02,Cancelado
28175,12691,2024-07-28,Cancelado
28176,4393,2022-03-15,Pendente
28177,8858,2022-03-13,Cancelado
28178,1453,2021-11-13,Pago
28179,15159,2023-02-26,Pago
28180,16055,2022-03-18,Cancelado
28181,11860,2021-08-09,Pendente
28182,4066,2023-07-19,Pago
28183,896,2025-03-08,Cancelado
28184,14347,2024-11-03,Cancelado
28185,22085,2025-01-03,Pendente
28186,10996,2024-10-08,Pago
28187,19017,2024-05-31,Cancelado
28188,12003,2022-08-24,Pago
28189,2036,2023-06-18,Pago
28190,23487,2021-08-30,Pago
28191,17794,2024-05-11,Pendente
28192,12238,2025-05-03,Cancelado
28193,23169,2024-03-11,Pendente
28194,24435,2025-03-09,Pago
28195,15202,2025-01-25,Cancelado
28196,3062,2024-02-03,Pendente
28197,486,2023-11-27,Cancelado
28198,282,2024-09-22,Pago
28199,13414,2022-12-26,Cancelado
28200,1681,2022-03-15,Pendente
28201,18469,2025-05-24,Cancelado
28202,13374,2023-10-21,Cancelado
28203,5099,2022-05-16,Pago
28204,21608,2024-05-19,Cancelado
28205,9542,2021-11-26,Pago
28206,5342,2022-04-27,Cancelado
28207,1411,2022-12-06,Cancelado
28208,17247,2023-05-12,Cancelado
28209,2555,2022-12-24,Pago
28210,11311,2021-07-05,Pendente
28211,6863,2024-07-01,Pago
28212,9193,2024-02-09,Cancelado
28213,12003,2023-08-21,Cancelado
28214,21596,2024-12-22,Pago
28215,3302,2021-11-30,Cancelado
28216,11806,2023-02-13,Pendente
28217,16803,2023-02-26,Pendente
28218,7702,2021-07-04,Pendente
28219,22519,2024-01-24,Pendente
28220,9630,2023-01-31,Pendente
28221,24468,2021-08-14,Pendente
28222,3011,2021-09-03,Pago
28223,21735,2024-01-12,Pendente
28224,19411,2024-06-29,Cancelado
28225,21531,2022-08-16,Cancelado
28226,12641,2023-05-20,Pago
28227,19601,2025-04-15,Pendente
28228,5657,2023-07-09,Pago
28229,3477,2023-03-25,Pago
28230,12627,2022-02-01,Pago
28231,20156,2022-09-11,Pendente
28232,12849,2022-12-08,Pendente
28233,14813,2023-10-12,Cancelado
28234,15979,2024-09-13,Pago
28235,1049,2025-04-07,Pago
28236,23361,2022-01-08,Pago
28237,10408,2022-02-22,Cancelado
28238,15445,2025-01-11,Pendente
28239,11820,2025-02-16,Pendente
28240,1206,2022-11-01,Pago
28241,14506,2022-12-23,Cancelado
28242,7677,2023-01-21,Pendente
28243,14521,2024-08-13,Pendente
28244,23470,2022-11-29,Pendente
28245,10431,2021-08-21,Pago
28246,23004,2022-03-29,Cancelado
28247,6371,2024-03-07,Pendente
28248,6096,2022-01-04,Pendente
28249,15837,2021-12-07,Pendente
28250,994,2022-09-20,Pago
28251,22631,2024-06-02,Cancelado
28252,9661,2023-04-02,Pago
28253,285,2024-05-31,Cancelado
28254,8726,2025-03-14,Pago
28255,7031,2022-08-03,Pago
28256,3539,2023-09-03,Pendente
28257,15484,2022-05-05,Pago
28258,10475,2023-08-02,Pago
28259,10957,2022-04-19,Cancelado
28260,9426,2021-10-18,Cancelado
28261,19910,2025-01-10,Cancelado
28262,15356,2022-05-13,Pendente
28263,19681,2023-10-23,Pendente
28264,2294,2023-04-11,Cancelado
28265,24085,2021-11-29,Cancelado
28266,1903,2023-03-19,Pendente
28267,3160,2023-10-27,Cancelado
28268,21589,2024-07-01,Pendente
28269,18323,2023-08-28,Pago
28270,1193,2021-07-13,Pendente
28271,5370,2023-06-13,Cancelado
28272,12901,2021-12-18,Pendente
28273,2938,2022-12-08,Pendente
28274,17547,2022-07-01,Pago
28275,8515,2023-02-14,Pago
28276,1983,2023-07-15,Cancelado
28277,23553,2022-11-04,Cancelado
28278,20584,2023-12-30,Cancelado
28279,19881,2024-06-09,Pago
28280,12461,2025-01-02,Pendente
28281,21168,2023-11-28,Pendente
28282,10160,2021-07-10,Cancelado
28283,10455,2021-10-23,Pago
28284,13700,2023-11-04,Pendente
28285,15686,2021-07-05,Pendente
28286,3333,2021-09-06,Pago
28287,9730,2025-05-28,Pendente
28288,22042,2023-10-30,Pago
28289,10293,2024-04-06,Cancelado
28290,20791,2023-05-27,Pago
28291,11635,2023-05-19,Pendente
28292,17899,2022-04-12,Pago
28293,14990,2022-01-03,Cancelado
28294,15688,2024-06-02,Pago
28295,4230,2025-01-27,Cancelado
28296,14446,2023-04-19,Pendente
28297,11655,2022-10-29,Pago
28298,13969,2022-06-15,Pendente
28299,16204,2025-05-17,Pago
28300,11763,2021-07-30,Pago
28301,21941,2024-05-22,Pago
28302,889,2024-06-02,Pago
28303,10777,2023-05-16,Pendente
28304,12827,2023-12-07,Cancelado
28305,6328,2023-03-06,Pago
28306,23425,2022-08-13,Pendente
28307,22868,2023-12-21,Cancelado
28308,2777,2025-05-08,Pago
28309,7040,2023-07-11,Pago
28310,24812,2023-07-17,Pago
28311,5332,2024-11-06,Cancelado
28312,19108,2022-06-06,Cancelado
28313,20655,2021-09-26,Pendente
28314,3686,2021-08-03,Pago
28315,24253,2021-07-24,Pago
28316,13476,2023-12-03,Pendente
28317,20910,2025-04-17,Pendente
28318,497,2023-07-31,Pago
28319,18407,2024-05-16,Pendente
28320,23342,2022-03-18,Pago
28321,15030,2023-03-29,Cancelado
28322,7358,2022-07-06,Pago
28323,17096,2024-12-31,Cancelado
28324,14290,2025-01-14,Pago
28325,2892,2024-01-03,Cancelado
28326,5893,2024-08-14,Pago
28327,799,2022-12-08,Cancelado
28328,2729,2024-01-09,Pendente
28329,23697,2025-03-14,Cancelado
28330,19139,2022-11-21,Pendente
28331,11161,2022-10-22,Pendente
28332,21653,2024-08-08,Cancelado
28333,357,2022-04-17,Pago
28334,1715,2022-06-11,Pago
28335,15066,2025-04-29,Pago
28336,18177,2024-02-09,Pendente
28337,16313,2024-04-29,Pago
28338,11489,2023-10-17,Cancelado
28339,2663,2024-10-24,Pendente
28340,21070,2022-12-19,Pendente
28341,24110,2025-03-18,Cancelado
28342,18032,2022-03-16,Cancelado
28343,9732,2023-03-20,Pago
28344,18436,2022-08-04,Pago
28345,8761,2024-04-28,Pago
28346,19434,2023-11-08,Pago
28347,22617,2021-08-16,Pago
28348,8947,2023-09-06,Pendente
28349,2154,2024-07-17,Cancelado
28350,13263,2022-04-07,Pendente
28351,17328,2023-04-07,Pendente
28352,17307,2023-09-23,Pago
28353,3883,2024-08-05,Pendente
28354,13382,2025-04-03,Pago
28355,1170,2023-09-16,Pago
28356,16528,2023-11-26,Pendente
28357,22695,2024-09-15,Cancelado
28358,21176,2024-06-20,Cancelado
28359,16540,2024-03-15,Pago
28360,5968,2021-10-22,Pendente
28361,22261,2023-07-03,Pendente
28362,19019,2022-10-13,Pendente
28363,16756,2024-04-01,Pendente
28364,3694,2024-01-22,Cancelado
28365,4298,2022-01-12,Pago
28366,11996,2025-06-22,Pendente
28367,6601,2021-08-19,Cancelado
28368,20698,2023-06-02,Cancelado
28369,22167,2024-04-07,Pendente
28370,1912,2024-11-27,Pendente
28371,2841,2021-10-23,Pago
28372,13067,2023-01-06,Pago
28373,4149,2024-02-21,Pago
28374,15621,2022-12-26,Cancelado
28375,13559,2023-03-20,Pendente
28376,22808,2023-05-07,Pendente
28377,23188,2023-04-03,Cancelado
28378,11014,2025-04-23,Cancelado
28379,3563,2023-08-06,Pago
28380,234,2023-11-22,Cancelado
28381,8582,2025-01-23,Cancelado
28382,1166,2025-01-15,Cancelado
28383,2537,2024-10-28,Pendente
28384,10146,2024-03-11,Pago
28385,21709,2022-06-01,Pendente
28386,18905,2024-04-19,Pago
28387,22726,2024-12-05,Cancelado
28388,21853,2022-11-27,Cancelado
28389,1178,2022-03-23,Pendente
28390,19866,2022-02-15,Pendente
28391,935,2022-11-20,Pendente
28392,18696,2022-02-26,Cancelado
28393,257,2025-02-18,Pendente
28394,6799,2023-08-28,Pago
28395,5475,2021-07-19,Cancelado
28396,21259,2022-09-02,Cancelado
28397,17561,2021-08-30,Pendente
28398,20764,2025-03-04,Pendente
28399,21039,2025-01-29,Cancelado
28400,4841,2023-04-15,Cancelado
28401,21227,2022-08-30,Pago
28402,2583,2025-04-16,Pendente
28403,4575,2021-09-05,Cancelado
28404,4916,2025-05-12,Cancelado
28405,7824,2022-06-15,Cancelado
28406,22066,2024-04-11,Pago
28407,11904,2021-07-12,Pendente
28408,3965,2022-08-14,Pago
28409,17879,2024-07-22,Pendente
28410,19413,2022-10-18,Pendente
28411,24178,2025-03-10,Cancelado
28412,13752,2024-11-01,Cancelado
28413,18158,2022-08-12,Cancelado
28414,4289,2025-06-20,Cancelado
28415,18953,2024-05-16,Pendente
28416,526,2023-01-12,Pendente
28417,13692,2024-11-11,Cancelado
28418,16979,2022-11-16,Pago
28419,16305,2023-04-16,Cancelado
28420,14165,2023-09-23,Pago
28421,4087,2025-03-20,Pago
28422,9063,2024-12-04,Cancelado
28423,3261,2024-05-16,Pendente
28424,45,2022-09-28,Cancelado
28425,9944,2021-07-20,Pendente
28426,6929,2022-09-07,Cancelado
28427,20992,2022-08-12,Pago
28428,13278,2023-09-20,Pago
28429,12845,2022-02-09,Pendente
28430,10107,2023-03-01,Pendente
28431,8410,2022-12-31,Cancelado
28432,11696,2022-01-29,Cancelado
28433,20280,2021-08-15,Pago
28434,7543,2023-09-29,Pendente
28435,9840,2023-04-24,Cancelado
28436,13341,2022-12-13,Cancelado
28437,22517,2024-07-04,Cancelado
28438,13294,2024-04-29,Pendente
28439,21037,2024-09-03,Pendente
28440,23901,2021-07-23,Cancelado
28441,793,2023-09-28,Cancelado
28442,10689,2023-10-23,Cancelado
28443,24372,2023-06-14,Pendente
28444,18177,2025-05-10,Cancelado
28445,4300,2024-11-04,Pago
28446,23265,2024-11-30,Cancelado
28447,16719,2023-10-20,Pendente
28448,1900,2024-02-22,Cancelado
28449,18784,2022-02-09,Pago
28450,2843,2025-05-15,Pendente
28451,4140,2021-11-06,Pago
28452,16708,2023-05-28,Cancelado
28453,646,2025-06-11,Pendente
28454,5168,2023-04-14,Pago
28455,5425,2023-09-29,Pendente
28456,10597,2025-02-02,Pendente
28457,20357,2024-10-15,Pago
28458,16044,2024-05-06,Pendente
28459,2035,2025-04-14,Pendente
28460,3100,2023-06-17,Cancelado
28461,13245,2023-08-10,Cancelado
28462,17505,2022-10-12,Cancelado
28463,9322,2023-10-27,Pendente
28464,14498,2024-07-29,Pago
28465,21159,2024-11-03,Pago
28466,16336,2025-03-04,Cancelado
28467,8907,2023-05-31,Pago
28468,5989,2022-12-17,Cancelado
28469,13303,2025-05-06,Pago
28470,11647,2023-04-08,Pendente
28471,10480,2023-11-22,Pendente
28472,2621,2022-07-02,Pendente
28473,5738,2022-09-18,Pago
28474,11730,2021-12-06,Cancelado
28475,6619,2022-03-15,Cancelado
28476,4276,2024-09-02,Pago
28477,23520,2023-10-21,Pendente
28478,9522,2023-02-24,Pago
28479,12319,2024-09-26,Pendente
28480,7579,2022-06-26,Pago
28481,4698,2023-06-27,Pendente
28482,18003,2023-10-03,Cancelado
28483,4823,2025-01-09,Pendente
28484,20566,2022-04-05,Pago
28485,12956,2022-01-23,Cancelado
28486,21297,2023-01-23,Pago
28487,14209,2024-05-15,Pendente
28488,23905,2023-09-11,Pendente
28489,10568,2022-09-13,Pendente
28490,9304,2024-10-15,Cancelado
28491,22011,2024-08-21,Pago
28492,1680,2021-12-26,Pendente
28493,10213,2023-01-01,Cancelado
28494,19644,2022-09-15,Pago
28495,22089,2025-04-10,Cancelado
28496,19384,2022-12-22,Pendente
28497,7490,2025-06-20,Pendente
28498,7058,2025-05-27,Pendente
28499,6853,2022-07-01,Pendente
28500,21857,2024-02-20,Cancelado
28501,13096,2025-05-22,Pago
28502,15019,2022-01-27,Pago
28503,2889,2023-03-01,Pago
28504,3989,2021-07-30,Cancelado
28505,14469,2024-09-19,Cancelado
28506,23036,2021-10-29,Cancelado
28507,15556,2022-09-02,Cancelado
28508,2104,2021-09-04,Cancelado
28509,13151,2021-07-04,Cancelado
28510,3550,2022-11-23,Pendente
28511,2033,2025-05-01,Pendente
28512,8392,2024-02-26,Pago
28513,6938,2024-12-07,Cancelado
28514,13088,2023-04-10,Cancelado
28515,16131,2023-06-28,Cancelado
28516,322,2022-09-02,Cancelado
28517,5648,2021-11-11,Pendente
28518,11438,2024-04-30,Pago
28519,11051,2022-03-18,Cancelado
28520,2574,2023-04-17,Pago
28521,16995,2021-07-11,Cancelado
28522,18649,2023-05-08,Pago
28523,1345,2022-05-06,Pago
28524,13088,2022-02-02,Cancelado
28525,8531,2024-01-16,Pendente
28526,17461,2024-11-01,Cancelado
28527,9374,2023-01-23,Cancelado
28528,10271,2021-12-22,Pendente
28529,16930,2024-08-25,Pago
28530,18252,2022-05-13,Cancelado
28531,6116,2025-04-22,Pago
28532,4842,2025-05-15,Cancelado
28533,22753,2024-01-07,Pago
28534,3228,2021-11-16,Pendente
28535,10430,2023-02-02,Pendente
28536,10826,2022-02-11,Cancelado
28537,17084,2022-03-29,Pago
28538,5470,2021-07-26,Pendente
28539,22517,2025-01-05,Pago
28540,22861,2023-07-23,Cancelado
28541,23164,2024-08-30,Cancelado
28542,3355,2022-09-30,Pago
28543,11315,2022-09-19,Pago
28544,11462,2022-02-24,Pago
28545,19402,2022-08-10,Pago
28546,6093,2025-03-01,Pendente
28547,8580,2022-04-01,Pendente
28548,15694,2024-11-23,Pago
28549,19676,2024-04-26,Pago
28550,17731,2024-05-14,Cancelado
28551,22753,2025-05-30,Cancelado
28552,11751,2023-09-12,Pendente
28553,2662,2024-05-26,Pendente
28554,14706,2024-08-17,Pendente
28555,7544,2022-04-08,Cancelado
28556,18797,2022-10-24,Cancelado
28557,20162,2022-10-17,Pago
28558,22536,2024-06-08,Pendente
28559,583,2025-03-09,Cancelado
28560,14423,2022-02-08,Pago
28561,15383,2024-09-10,Pendente
28562,21108,2023-10-06,Pendente
28563,3641,2022-10-30,Pendente
28564,9986,2023-04-05,Cancelado
28565,8761,2025-01-03,Pendente
28566,13424,2022-10-10,Pendente
28567,15867,2022-09-04,Pago
