cod_item,cod_pedido,cod_livro,quantidade,preco_unitario
46293,21189,15045,5,166.34
46294,5612,14755,3,51.96
46295,4429,9749,1,27.9
46296,186,1341,1,141.77
46297,13773,27921,3,60.51
46298,10799,1845,5,102.64
46299,25249,9311,1,114.65
46300,20358,19482,4,50.19
46301,11510,17006,2,88.63
46302,14510,2134,2,125.47
46303,3685,9013,5,96.73
46304,6265,18589,1,27.35
46305,2278,23309,1,104.33
46306,26484,13730,1,28.63
46307,15301,24957,3,131.51
46308,929,23332,5,99.12
46309,11443,18352,4,150.1
46310,27576,5139,4,63.22
46311,17398,7201,3,122.31
46312,26965,5966,2,176.41
46313,12837,14642,4,107.42
46314,21005,2031,4,43.6
46315,11786,29481,4,72.26
46316,19412,11833,3,168.02
46317,13826,22709,2,74.61
46318,27404,20508,3,156.05
46319,11669,13729,3,43.12
46320,26641,27187,5,169.93
46321,3014,12751,2,147.42
46322,6282,2044,2,79.69
46323,12150,22838,3,52.31
46324,5226,26799,5,68.14
46325,3037,12920,2,95.0
46326,24342,10378,1,109.22
46327,20807,176,2,63.15
46328,29820,4429,3,159.99
46329,8196,16507,3,81.53
46330,9040,18060,3,87.53
46331,19964,23396,2,132.6
46332,7120,24640,1,178.07
46333,25971,23177,3,153.25
46334,20863,13563,4,44.09
46335,18132,7302,3,154.02
46336,12940,13624,5,116.17
46337,5694,8637,3,154.25
46338,3375,25408,5,47.46
46339,5988,23922,1,47.23
46340,3407,8009,3,52.64
46341,5517,25033,1,137.2
46342,26135,12103,4,78.24
46343,7463,5527,4,31.56
46344,3967,4736,3,120.42
46345,8078,11894,1,98.19
46346,23307,25929,3,62.06
46347,18179,13822,1,139.86
46348,24068,7461,5,78.31
46349,21709,4018,4,178.71
46350,11972,26366,3,157.1
46351,12090,21933,3,117.79
46352,20719,29291,1,74.08
46353,28845,27999,3,177.97
46354,7906,9672,1,35.86
46355,7224,9483,3,124.85
46356,4562,10106,1,33.5
46357,13383,3809,4,39.69
46358,21204,16907,5,163.15
46359,6541,26430,2,46.31
46360,2784,18566,4,120.46
46361,4808,27966,5,106.7
46362,19593,20462,2,69.04
46363,27064,27796,3,80.74
46364,20901,24607,4,73.82
46365,20599,20330,4,168.84
46366,24678,29123,3,79.65
46367,2322,4860,5,95.34
46368,28817,13830,3,27.75
46369,7112,21140,1,32.7
46370,23152,26487,2,39.61
46371,958,6057,4,45.53
46372,5448,29035,4,68.91
46373,29005,10390,1,65.37
46374,25495,12374,3,98.38
46375,19898,28352,3,58.39
46376,11477,16618,5,48.8
46377,21562,9375,2,148.48
46378,22313,9063,5,170.39
46379,8621,29390,2,95.71
46380,22915,28421,3,137.96
46381,12195,7258,2,166.93
46382,25219,9711,2,64.62
46383,19716,17346,2,137.18
46384,24813,19648,5,157.76
46385,25618,18174,5,109.57
46386,777,17949,5,169.21
46387,16906,1067,4,51.93
46388,14252,16069,3,59.13
46389,9182,26016,1,53.8
46390,22185,16947,4,29.28
46391,10561,27242,3,74.55
46392,19563,206,3,45.53
46393,12188,16676,5,151.41
46394,23503,19104,1,128.01
46395,13867,20584,5,157.75
46396,25001,22368,4,168.28
46397,6594,22167,1,39.01
46398,24012,23728,4,93.16
46399,22267,6056,1,145.95
46400,18672,14361,5,98.23
46401,12995,1136,4,38.09
46402,16932,20851,4,65.57
46403,13849,29848,1,143.01
46404,8341,13735,4,155.68
46405,14122,6020,1,72.82
46406,22959,9977,5,114.67
46407,13368,25632,2,41.96
46408,27626,22497,3,95.85
46409,2579,27417,5,89.02
46410,25680,21627,1,123.57
46411,28619,20158,1,69.35
46412,23095,8652,4,38.62
46413,8519,23494,2,54.55
46414,21988,28457,2,90.43
46415,28376,3393,2,105.02
46416,16367,7495,3,170.3
46417,14985,22189,3,117.3
46418,27129,2406,3,123.36
46419,22988,6654,3,126.63
46420,15440,7968,3,176.92
46421,27749,6766,4,65.9
46422,9801,6694,3,34.45
46423,21043,4695,1,170.88
46424,5076,10008,4,143.18
46425,24634,13678,1,167.68
46426,4707,29264,3,96.81
46427,24683,28071,3,161.35
46428,13345,28405,5,49.57
46429,1781,2931,3,30.33
46430,478,25328,3,164.9
46431,1942,6962,1,143.83
46432,5771,5037,1,172.77
46433,13812,14198,4,88.5
46434,24346,12296,4,179.89
46435,5673,19737,4,35.57
46436,24668,7846,5,27.06
46437,6366,3083,1,27.75
46438,13107,19219,3,39.95
46439,20872,5985,2,74.88
46440,17675,26211,2,148.28
46441,17272,10932,5,132.47
46442,16525,23043,5,46.14
46443,25406,1607,3,50.36
46444,8187,14399,5,37.68
46445,7180,3053,1,134.52
46446,9520,22418,2,78.8
46447,29430,25501,3,93.94
46448,26980,19391,3,106.99
46449,1890,9819,2,176.3
46450,4738,13138,1,154.3
46451,17576,8141,5,155.36
46452,4943,9324,3,118.76
46453,4690,13815,3,113.37
46454,9173,12475,5,96.34
46455,29273,19256,1,66.96
46456,27632,26841,2,61.69
46457,22375,23786,4,142.92
46458,21628,22677,1,168.75
46459,1761,25180,2,56.59
46460,20795,26922,5,159.08
46461,8112,24868,3,83.77
46462,2082,2459,5,176.91
46463,22242,27959,3,117.99
46464,26557,27953,2,96.85
46465,23496,22523,2,173.37
46466,2553,7253,1,82.92
46467,25002,1810,3,79.19
46468,17262,6518,1,59.92
46469,8158,9232,4,162.69
46470,25464,8891,5,155.64
46471,14197,25780,3,106.24
46472,8816,28581,1,64.47
46473,13412,12982,5,145.65
46474,25210,15995,5,26.7
46475,3918,1145,3,41.07
46476,29696,10820,2,146.4
46477,1454,26730,4,166.45
46478,22754,27254,3,139.59
46479,8957,19202,4,58.57
46480,21972,16181,2,172.34
46481,21585,16871,1,30.82
46482,5964,1512,1,91.62
46483,24060,16785,2,113.8
46484,29344,10198,2,149.13
46485,4242,29128,5,114.35
46486,28122,29655,4,51.28
46487,15029,2901,4,37.61
46488,23638,9269,4,46.25
46489,14939,26235,4,58.21
46490,15990,1568,3,53.29
46491,29577,6434,3,162.62
46492,9243,16870,5,90.64
46493,12993,2800,2,158.2
46494,16840,19714,3,56.7
46495,2809,20623,5,80.97
46496,25212,6004,2,42.78
46497,4974,27440,4,57.52
46498,7208,19108,1,88.05
46499,3588,10685,5,163.72
46500,14300,29781,2,153.34
46501,23576,14011,1,164.13
46502,22923,6141,5,126.78
46503,11590,731,5,32.42
46504,24146,21044,4,98.86
46505,18569,3985,3,86.66
46506,8634,12960,3,34.74
46507,27631,14510,5,54.56
46508,18274,19125,3,91.76
46509,10624,13681,4,148.33
46510,11557,24958,5,138.52
46511,22483,15700,1,76.6
46512,6263,16931,3,71.65
46513,4090,637,2,37.06
46514,11249,13212,1,157.8
46515,19040,776,5,156.24
46516,10591,19539,5,84.68
46517,26735,5354,5,165.2
46518,6624,12405,4,158.78
46519,15694,13366,5,56.63
46520,3887,22084,4,101.75
46521,28864,15878,3,172.04
46522,29293,4986,2,126.65
46523,27147,27092,3,139.26
46524,21039,16161,2,55.35
46525,6955,25679,3,101.77
46526,29762,9771,4,128.32
46527,16679,23149,5,44.78
46528,22091,12913,5,60.77
46529,22888,12800,5,123.87
46530,575,18451,1,27.08
46531,25815,7560,2,108.92
46532,12692,21880,5,46.5
46533,19965,221,3,127.33
46534,23035,1358,4,109.53
46535,22151,26988,2,138.82
46536,17232,8861,1,175.74
46537,27919,1628,4,179.52
46538,19020,2365,3,171.83
46539,22652,10786,5,125.3
46540,20059,2036,2,64.88
46541,18822,28640,4,92.97
46542,5515,2691,2,97.0
46543,28173,15529,5,179.35
46544,8030,18172,1,108.53
46545,25167,8608,3,169.99
46546,19402,10918,3,70.13
46547,14387,14988,2,171.53
46548,8201,3497,3,128.15
46549,6000,12952,1,82.67
46550,21338,6437,1,87.43
46551,14712,18277,1,175.16
46552,3991,1720,1,128.76
46553,15766,6128,4,124.37
46554,12775,29972,1,77.92
46555,13852,4969,5,123.86
46556,17723,6912,3,77.61
46557,12096,23160,3,172.65
46558,22990,21574,1,139.54
46559,23879,2539,4,64.1
46560,7650,9471,4,53.08
46561,14351,16295,4,173.84
46562,25703,28259,3,68.46
46563,25071,3585,2,153.83
46564,8848,6736,2,44.75
46565,26329,15689,4,179.03
46566,21696,24678,4,92.13
46567,5394,11433,5,129.38
46568,22167,28107,5,142.42
46569,5686,13015,1,96.65
46570,16002,18423,4,137.61
46571,17872,22097,2,88.71
46572,10234,3079,2,149.4
46573,28235,16149,1,75.6
46574,1437,1291,2,92.04
46575,8186,3649,4,40.17
46576,1842,21844,1,113.37
46577,20851,26228,5,31.49
46578,16972,6852,5,38.0
46579,23632,4372,2,158.27
46580,7026,18858,5,164.95
46581,20202,4792,1,47.86
46582,22023,27206,3,34.57
46583,5691,4672,1,132.21
46584,20023,5653,3,39.45
46585,14741,24710,5,57.61
46586,11532,11968,3,64.58
46587,15089,532,5,154.23
46588,4763,28129,4,99.7
46589,1596,4233,5,61.34
46590,2859,20208,2,92.5
46591,22588,7808,1,62.35
46592,13007,17254,2,110.65
46593,16710,3202,5,143.01
46594,28996,24259,5,28.7
46595,23450,25816,1,144.03
46596,24068,24622,5,163.39
46597,7406,4732,5,102.67
46598,29858,13944,5,178.36
46599,19028,22480,3,57.59
46600,6532,22846,4,164.8
46601,9978,26431,2,156.63
46602,4134,14477,4,89.98
46603,18639,12359,4,51.7
46604,25959,9445,1,146.21
46605,10664,28388,1,152.18
46606,8544,9618,5,134.41
46607,23024,2365,2,73.82
46608,25030,26116,1,148.39
46609,4159,22207,1,119.36
46610,29864,4074,1,150.4
46611,5031,7041,2,48.01
46612,27277,20340,5,154.03
46613,7656,10966,4,96.45
46614,19479,22997,2,134.51
46615,6275,19213,1,26.86
46616,27022,11908,1,115.01
46617,28935,7805,3,151.96
46618,6453,25416,1,44.51
46619,26172,16221,4,49.0
46620,15798,25800,2,34.22
46621,14031,10700,3,75.63
46622,21103,14326,1,109.65
46623,26093,2370,3,137.79
46624,22576,4286,2,45.24
46625,22310,28206,1,67.91
46626,29398,4641,5,97.73
46627,26143,2875,3,162.13
46628,14604,16515,3,141.53
46629,11217,10037,5,131.36
46630,6419,29442,3,57.27
46631,5836,14244,3,141.11
46632,13839,8685,4,98.01
46633,22672,9690,1,66.36
46634,13109,16002,5,96.77
46635,23973,17511,4,45.64
46636,23564,17587,2,26.88
46637,28704,520,4,117.87
46638,16361,19723,3,160.25
46639,12097,21527,2,124.95
46640,14900,15647,3,62.31
46641,7178,23589,2,146.22
46642,15911,29610,4,55.71
46643,22033,26441,5,47.24
46644,16700,22935,4,96.27
46645,20403,8353,1,144.09
46646,24671,10669,4,142.44
46647,16055,1950,4,74.17
46648,14694,17035,5,115.47
46649,9107,29173,1,79.09
46650,4834,9940,3,78.76
46651,29257,473,5,144.13
46652,18168,5448,1,96.07
46653,1649,2744,2,52.59
46654,15180,28964,3,94.97
46655,13302,8548,2,59.81
46656,6844,5986,3,42.53
46657,15727,18147,5,61.4
46658,19670,8062,5,121.72
46659,4839,29336,5,95.66
46660,20579,12151,4,142.9
46661,23419,14869,4,90.46
46662,9287,29969,4,101.86
46663,28246,16184,2,92.79
46664,25525,29828,1,64.45
46665,19513,10324,3,75.41
46666,7374,18491,4,104.98
46667,22757,4006,4,115.1
46668,21180,10431,3,93.53
46669,14397,27268,5,86.77
46670,29296,4081,1,157.24
46671,27376,26972,4,48.7
46672,29421,9309,1,45.77
46673,17204,17578,3,51.43
46674,19428,3576,2,71.48
46675,13105,24774,1,107.9
46676,21150,17385,2,103.02
46677,8991,16336,5,118.66
46678,3729,28839,1,25.69
46679,25259,28281,4,122.12
46680,17743,15526,2,26.92
46681,6705,10559,5,89.74
46682,10486,8770,1,126.27
46683,21991,21203,1,96.15
46684,10288,21053,3,32.24
46685,18028,4854,5,26.67
46686,25209,10640,5,92.32
46687,9051,7683,2,165.18
46688,1946,12422,4,94.33
46689,14447,9394,4,64.42
46690,20918,2897,1,77.8
46691,5295,4942,2,66.49
46692,25152,24431,1,154.04
46693,8457,21176,1,160.17
46694,5657,25480,5,152.59
46695,8536,454,5,41.8
46696,2110,16863,3,112.58
46697,18134,1524,4,135.73
46698,19557,24989,5,59.29
46699,12558,3040,3,31.7
46700,20507,22090,3,132.34
46701,2288,27265,3,58.56
46702,10889,1422,4,165.65
46703,21046,2842,1,136.16
46704,22489,27673,2,68.37
46705,28763,28166,2,89.32
46706,18569,22562,4,132.85
46707,7458,20975,4,154.98
46708,21196,2370,1,173.43
46709,20475,14430,4,167.49
46710,20151,7,1,53.56
46711,26832,5329,4,56.38
46712,26064,19985,5,111.13
46713,26091,29663,2,99.18
46714,21911,7868,2,166.59
46715,8552,26523,4,133.61
46716,14261,719,5,143.82
46717,21764,913,5,150.68
46718,11746,22509,5,30.92
46719,14189,1067,4,178.93
46720,18451,27094,4,70.51
46721,11414,17252,2,28.57
46722,22462,16164,3,134.08
46723,10627,17996,5,142.95
46724,20498,5723,5,163.01
46725,17920,19841,2,87.24
46726,27569,5005,1,35.6
46727,6178,4840,2,70.58
46728,10507,7878,2,177.67
46729,5734,14166,4,98.93
46730,6931,8168,5,65.55
46731,22593,5099,3,62.57
46732,29172,18872,1,169.33
46733,28534,15701,3,176.91
46734,17095,11200,2,54.08
46735,4391,28782,3,106.82
46736,22762,18386,4,124.6
46737,12841,21541,1,109.79
46738,8659,18770,3,33.24
46739,25010,23374,2,178.17
46740,19629,19213,1,159.28
46741,29995,3387,5,80.43
46742,19763,2860,5,93.13
46743,27622,1827,4,33.83
46744,3781,20822,1,112.55
46745,18365,26172,4,27.0
46746,29787,1474,1,81.91
46747,29585,23601,1,59.28
46748,1195,4560,3,168.64
46749,16658,11603,1,37.48
46750,10717,24513,2,138.53
46751,2970,2759,2,85.76
46752,7551,2185,2,93.32
46753,14885,3648,3,28.57
46754,13800,18337,1,166.45
46755,21332,15601,5,50.73
46756,13194,26625,4,82.66
46757,6530,3081,4,167.81
46758,702,16900,4,117.44
46759,6401,17033,4,165.13
46760,12788,25961,1,107.63
46761,13757,26981,2,93.78
46762,14036,3747,5,142.27
46763,23983,19177,3,28.05
46764,24355,1599,3,37.57
46765,3304,27119,2,73.42
46766,12075,18034,2,173.38
46767,13759,29221,1,92.73
46768,5507,11987,4,44.48
46769,2569,23427,2,53.57
46770,17093,19849,5,34.88
46771,18771,1949,1,154.51
46772,12337,7757,4,170.06
46773,25823,8795,4,68.76
46774,23,28430,3,30.52
46775,1848,15868,2,174.77
46776,27430,13638,2,137.16
46777,22513,18675,3,88.38
46778,27630,22012,5,102.64
46779,27986,18889,1,69.5
46780,6863,2808,2,135.25
46781,14511,26345,3,153.32
46782,13378,16550,1,121.11
46783,14336,14965,1,67.94
46784,10373,10750,2,86.37
46785,29690,9811,4,33.29
46786,5980,3020,4,54.42
46787,172,24005,2,144.4
46788,26523,21693,5,32.97
46789,15344,27123,2,101.47
46790,1330,11433,4,84.6
46791,3999,26551,1,107.2
46792,25009,23298,5,74.45
46793,16719,11575,1,148.79
46794,6727,347,2,103.33
46795,21554,11903,5,150.86
46796,20769,19052,1,40.14
46797,20641,23091,2,109.29
46798,8742,510,4,163.4
46799,6291,23196,2,179.38
46800,22052,27781,3,77.94
46801,26625,4772,1,87.11
46802,13398,8290,1,75.43
46803,29783,26372,5,67.84
46804,13452,502,5,59.35
46805,4260,27183,5,155.25
46806,13917,15673,3,34.11
46807,26191,281,4,115.58
46808,12355,1272,4,75.4
46809,19195,5826,1,66.58
46810,4201,19889,2,53.94
46811,25746,26524,1,32.98
46812,24067,5821,1,52.62
46813,15275,29395,4,39.41
46814,21480,6140,2,90.06
46815,19097,5233,2,135.74
46816,24644,23508,1,132.85
46817,6382,12849,2,157.79
46818,24622,13434,5,86.53
46819,26978,15189,5,30.53
46820,26561,21660,1,87.06
46821,6428,17523,3,143.58
46822,17594,27334,4,46.84
46823,19171,14334,5,47.7
46824,22753,29796,1,91.13
46825,158,553,5,53.66
46826,28896,9962,1,101.44
46827,9431,27064,3,62.51
46828,8822,12022,5,102.17
46829,29022,1138,1,86.28
46830,23659,15528,3,59.55
46831,19717,26156,1,158.3
46832,27020,22862,5,32.53
46833,4399,17482,4,41.85
46834,26029,8824,3,113.96
46835,29716,26429,1,159.45
46836,6506,17900,5,48.45
46837,583,22071,5,176.39
46838,12360,25325,4,173.58
46839,12056,9291,4,66.57
46840,2728,3472,5,81.25
46841,7026,11330,1,152.2
46842,25547,15313,4,109.58
46843,28515,6870,1,100.76
46844,16015,3389,2,175.11
46845,18017,20295,1,171.73
46846,4192,12661,5,118.2
46847,20146,11680,2,149.87
46848,8239,29333,2,122.48
46849,2087,4651,3,81.7
46850,21733,20414,3,87.12
46851,21941,7387,5,116.65
46852,3093,15824,1,117.45
46853,7287,18001,3,71.31
46854,9014,13527,1,144.35
46855,13062,23553,3,166.32
46856,22662,8955,1,94.3
46857,16179,25796,5,46.72
46858,28058,5215,5,72.23
46859,28853,26323,4,42.06
46860,12789,10256,3,131.21
46861,26504,14422,4,83.94
46862,17046,3477,3,45.47
46863,965,4277,1,48.41
46864,22305,8804,3,29.68
46865,28217,1206,2,174.02
46866,16220,16810,4,93.12
46867,5016,373,3,103.07
46868,11135,27101,5,88.59
46869,1377,10487,1,173.56
46870,28197,9899,2,152.84
46871,27976,18521,2,131.21
46872,10617,17978,4,76.13
46873,20843,19869,5,32.98
46874,28444,14780,1,154.12
46875,5881,15523,5,92.77
46876,9412,6913,1,145.32
46877,25220,27813,5,151.13
46878,19564,18147,3,150.83
46879,1415,17338,5,95.39
46880,8028,15312,4,56.73
46881,23237,13820,1,145.08
46882,18384,1925,2,67.3
46883,11099,13713,2,62.78
46884,11181,27618,2,70.73
46885,4860,24022,5,127.47
46886,25339,9062,4,173.69
46887,15255,8903,3,168.23
46888,10343,8257,3,61.85
46889,24634,17133,5,104.92
46890,1547,15683,5,144.06
46891,2158,2939,4,70.59
46892,12236,19194,5,72.91
46893,3592,21494,1,30.72
46894,12515,14546,4,174.47
46895,23668,26118,2,80.14
46896,29682,24782,5,51.33
46897,23130,19893,2,126.65
46898,23965,6005,3,156.84
46899,18150,3759,4,36.26
46900,88,27491,4,104.69
46901,29812,8164,2,161.84
46902,16113,5202,3,112.87
46903,28966,14519,5,50.94
46904,23599,5398,4,44.07
46905,4700,9554,3,48.7
46906,20681,10173,1,177.5
46907,13557,13031,4,107.82
46908,12625,7870,4,118.75
46909,29285,8730,5,141.55
46910,29404,23890,1,131.87
46911,21692,20153,4,98.19
46912,3263,18560,3,103.69
46913,11967,11739,5,36.61
46914,12690,4067,2,157.01
46915,4454,13734,2,105.81
46916,6193,22679,3,169.3
46917,5094,7444,5,89.59
46918,21940,16552,2,118.13
46919,15488,5705,1,53.28
46920,10246,21239,2,43.08
46921,17573,18652,5,70.2
46922,12814,29644,2,33.1
46923,10451,1214,3,87.02
46924,26707,28028,2,167.56
46925,11658,26609,5,175.68
46926,3285,12472,5,115.61
46927,4384,7987,5,95.07
46928,12449,20905,2,46.16
46929,23282,10887,2,114.35
46930,121,2810,3,84.89
46931,28245,19800,1,106.27
46932,5840,17194,3,70.85
46933,23788,15903,4,75.78
46934,25548,1443,3,135.72
46935,28677,8720,5,91.0
46936,2599,11633,1,43.07
46937,26464,6962,1,37.59
46938,6359,18664,1,68.48
46939,10876,23855,4,176.0
46940,5219,21211,5,169.25
46941,11875,23830,1,138.51
46942,3434,22661,1,38.67
46943,21738,12599,2,151.99
46944,8940,10569,5,135.14
46945,18284,21482,5,55.7
46946,18157,27719,3,156.73
46947,17474,18597,3,36.05
46948,5442,47,1,82.76
46949,5826,12640,2,105.21
46950,19935,24865,1,148.24
46951,5187,24864,5,171.79
46952,2527,2481,2,175.76
46953,28428,27212,1,120.4
46954,11552,13222,2,133.71
46955,25088,22388,4,64.96
46956,1644,24438,2,83.03
46957,25574,29198,5,25.58
46958,25417,10128,3,62.57
46959,28026,29209,1,114.46
46960,8306,25749,1,168.46
46961,26475,20987,3,159.28
46962,8111,21838,4,154.36
46963,17248,5067,4,88.01
46964,20433,12415,1,48.16
46965,7581,27332,5,50.72
46966,17740,10679,4,40.82
46967,15333,13542,2,153.29
46968,1623,17459,1,94.79
46969,23388,20944,3,96.42
46970,28917,18753,4,170.66
46971,7235,13890,4,25.98
46972,4971,27705,5,51.24
46973,13085,23160,4,91.63
46974,27794,13389,1,97.92
46975,22825,12464,2,99.53
46976,658,13366,3,82.88
46977,4305,13839,2,165.1
46978,14917,21334,5,132.12
46979,14418,26445,1,110.32
46980,12975,28683,5,68.18
46981,7432,24130,2,122.2
46982,24336,10154,5,38.3
46983,6977,10266,2,98.07
46984,24572,14594,5,132.46
46985,15403,7753,1,167.0
46986,502,24138,3,29.18
46987,14061,21949,2,138.31
46988,14406,9853,2,155.96
46989,15099,11173,4,107.93
46990,4651,909,5,63.37
46991,3747,27362,3,28.6
46992,11817,15912,5,134.01
46993,3010,6682,2,162.33
46994,9279,11204,3,111.94
46995,25645,19588,5,72.62
46996,20499,15151,1,57.78
46997,6214,16950,3,119.82
46998,24287,21597,1,69.37
46999,10373,5950,3,172.82
47000,20515,11434,4,121.97
47001,11306,7906,1,77.62
47002,26754,20225,3,138.83
47003,3789,596,1,113.81
47004,20208,29602,3,66.96
47005,24912,4003,1,66.56
47006,15223,13498,5,46.07
47007,26411,28345,3,132.93
47008,7480,22932,2,131.95
47009,3689,6129,1,57.69
47010,18461,26576,5,83.87
47011,1210,11519,4,56.39
47012,10219,8788,2,78.04
47013,5740,9090,4,143.72
47014,28848,8462,3,111.34
47015,23846,20563,3,51.27
47016,9100,8218,2,42.9
47017,15805,28810,2,53.07
47018,27145,26048,3,140.88
47019,20691,8435,4,27.07
47020,16518,455,2,147.36
47021,5470,21852,4,125.68
47022,6564,9987,3,98.0
47023,25807,8591,4,44.8
47024,13782,29399,5,40.48
47025,1808,8520,3,119.9
47026,13541,29651,3,64.58
47027,7881,2284,5,105.92
47028,13488,8533,3,76.67
47029,214,2645,4,47.07
47030,20665,4992,2,103.44
47031,14050,7817,4,37.13
47032,29203,14730,5,65.48
47033,9695,2572,4,177.47
47034,1444,16542,2,75.31
47035,29723,7502,1,173.15
47036,18384,28882,2,65.43
47037,26862,7150,2,135.09
47038,3809,11732,2,54.42
47039,9372,16032,5,25.07
47040,11097,12826,4,115.76
47041,10821,8443,2,32.87
47042,17399,19103,1,45.88
47043,6864,1670,2,35.23
47044,26345,1651,3,147.74
47045,26775,15256,2,51.47
47046,2758,28167,4,94.97
47047,28257,4468,3,41.2
47048,6955,24765,3,45.34
47049,11044,5483,3,168.26
47050,27207,5132,3,156.13
47051,13836,19625,5,25.97
47052,17895,24456,1,171.39
47053,9844,18256,1,65.01
47054,12486,3697,2,40.33
47055,20083,12504,1,167.27
47056,29505,22518,4,89.45
47057,508,27077,5,64.21
47058,24184,18176,5,166.16
47059,25538,5769,3,102.85
47060,27330,1147,4,132.63
47061,20312,22295,3,77.37
47062,5401,16954,1,161.25
47063,18267,11608,1,75.91
47064,19735,22861,2,88.28
47065,19693,22108,5,77.92
47066,25456,5205,3,34.62
47067,3295,8913,2,173.38
47068,4902,12333,2,106.11
47069,14316,21135,4,154.26
47070,11410,21377,4,49.75
47071,14639,5380,3,26.49
47072,17732,7814,5,76.84
47073,18150,23806,5,63.14
47074,7373,12417,1,168.86
47075,10018,27616,3,49.94
47076,14462,27618,5,82.53
47077,13647,7627,3,80.75
47078,18891,13417,4,177.36
47079,28247,22158,4,87.79
47080,28463,23754,2,148.86
47081,1727,29187,4,179.23
47082,8378,9568,1,97.96
47083,23015,1842,3,157.02
47084,22037,29392,4,50.76
47085,11123,9762,5,81.0
47086,12478,4823,3,130.97
47087,19813,23261,5,63.42
47088,14323,23065,4,32.4
47089,11180,7865,2,120.31
47090,24548,26426,4,148.73
47091,12651,27682,3,176.38
47092,5019,10155,4,104.18
47093,27382,16280,1,51.79
47094,18946,19475,1,164.2
47095,9598,3870,1,63.6
47096,4723,14249,2,95.43
47097,20047,26144,3,178.13
47098,17007,28287,3,109.0
47099,3456,11773,4,65.14
47100,9239,25147,5,119.21
47101,17084,29388,3,104.2
47102,13794,16410,3,156.11
47103,14433,29810,5,106.42
47104,27197,24558,2,120.17
47105,29672,22021,4,58.46
47106,7600,7712,5,156.71
47107,15098,19517,5,86.72
47108,11045,1431,2,97.9
47109,14243,1588,4,167.13
47110,8588,13857,3,85.32
47111,29601,29539,2,108.95
47112,8104,11017,4,103.54
47113,10895,28529,3,128.64
47114,28534,22806,2,37.91
47115,22682,2482,4,60.16
47116,1828,28565,5,30.69
47117,11955,11397,5,80.32
47118,18219,27605,5,140.12
47119,13670,16268,3,27.41
47120,22320,26053,5,63.6
47121,9340,24364,2,144.71
47122,6994,22662,1,51.44
47123,21943,9749,2,44.93
47124,20924,7311,5,143.46
47125,6666,24654,5,84.12
47126,9683,23536,3,93.09
47127,11787,4668,1,150.82
47128,12974,19887,3,43.51
47129,24755,29415,3,62.15
47130,25288,19957,2,137.57
47131,17521,27923,1,147.27
47132,24365,16922,2,115.86
47133,1648,14340,3,50.37
47134,19550,18026,4,57.44
47135,921,16494,4,51.67
47136,25818,12380,2,59.43
47137,23878,8892,3,108.08
47138,2755,27812,4,171.36
47139,1740,15714,4,72.5
47140,28780,131,5,58.8
47141,24663,11899,5,118.85
47142,26151,18537,3,68.13
47143,19703,29760,4,162.05
47144,29290,28393,3,120.29
47145,28327,25415,3,143.01
47146,20551,17510,4,84.43
47147,11758,9772,3,162.11
47148,5363,5701,3,116.4
47149,20574,7465,3,48.65
47150,11471,23069,4,121.13
47151,14461,20520,5,109.98
47152,5065,26699,5,179.5
47153,24991,29646,4,66.75
47154,15566,4100,5,105.13
47155,5861,18048,4,67.43
47156,27858,2577,1,39.44
47157,17600,3827,1,104.73
47158,17987,16991,3,53.33
47159,27187,13513,3,64.28
47160,14522,19224,5,53.06
47161,10237,1969,4,152.75
47162,19589,10886,5,84.24
47163,25000,8353,3,174.71
47164,28041,3442,4,175.85
47165,10186,23614,1,29.26
47166,26964,11936,5,117.3
47167,13357,3387,4,52.56
47168,14650,15817,4,103.77
47169,16061,24050,4,37.41
47170,10187,7015,2,145.39
47171,12340,26031,4,142.81
47172,2332,29378,4,33.58
47173,26814,7562,3,40.46
47174,22696,11000,3,134.34
47175,76,3957,1,69.5
47176,24441,5720,4,144.18
47177,19222,4179,3,91.82
47178,18282,26015,1,39.53
47179,23348,24838,1,136.53
47180,23140,18277,1,107.78
47181,7216,23737,3,76.51
47182,14607,23053,2,117.18
47183,25228,7273,1,164.5
47184,28819,26272,1,76.72
47185,19986,18210,5,72.12
47186,28356,8622,2,152.57
47187,7729,13941,3,75.89
47188,471,17468,3,126.25
47189,3540,22877,1,149.67
47190,2136,13728,3,72.9
47191,23057,15068,3,62.4
47192,23027,24791,4,25.81
47193,12747,17691,1,84.71
47194,2998,17239,2,131.87
47195,21703,27738,2,162.11
47196,13914,13602,5,80.58
47197,12248,13827,2,130.17
47198,19604,636,5,147.6
47199,5070,11312,2,54.99
47200,5816,28610,5,98.51
47201,17867,2785,4,67.75
47202,25510,21122,4,142.9
47203,11005,27143,1,146.53
47204,4432,7850,4,69.68
47205,13003,29619,5,108.49
47206,28380,4513,5,30.72
47207,13077,14402,3,157.13
47208,4314,24065,3,107.6
47209,4352,23565,2,146.92
47210,2935,1529,2,42.13
47211,24727,22606,5,36.97
47212,7428,13120,5,107.68
47213,26263,13629,4,155.89
47214,12534,15671,4,136.2
47215,21605,9999,5,107.99
47216,20730,6020,5,38.55
47217,27363,10003,3,160.71
47218,25345,25692,4,65.01
47219,25709,17720,4,171.37
47220,10722,12857,5,144.3
47221,12617,8901,2,128.36
47222,5224,13543,4,159.61
47223,7150,15349,5,72.5
47224,14115,14608,4,164.44
47225,396,6570,3,62.85
47226,17536,25741,4,122.51
