cod_autor,nome,nacionalidade
2121,Melina Novais,Jamaica
2122,Davi Lucas Mendes,Dhekelia
2123,Ester da Rocha,Botsuana
2124,Igor Mendonça,Hong Kong
2125,Dra. Maria Júlia Araújo,Níger
2126,Catarina Aragão,Suriname
2127,Alexandre Guerra,Indonésia
2128,Vitor Hugo Vasconcelos,Guiné
2129,Maria Cecília Sá,Burquina Faso
2130,Maysa da Rocha,Tonga
2131,Sarah da Conceição,República Checa
2132,Otto Ribeiro,Trindade e Tobago
2133,Yago Moraes,Portugal
2134,Luiz Gustavo Pires,Turquemenistão
2135,Isabella Santos,Ilhas Virgens Americanas
2136,Vinicius Cassiano,Filipinas
2137,Maitê Silva,Vaticano
2138,Ana Beatriz Rios,Bolívia
2139,Benício Vargas,Hong Kong
2140,Pedro Henrique Viana,Moldávia
2141,Eduardo Dias,Panamá
2142,Bianca Camargo,São Tomé e Príncipe
2143,Letícia Porto,República Dominicana
2144,Thiago Araújo,São Tomé e Príncipe
2145,Pedro Lucas Vieira,Ilha Wake
2146,Isadora Silva,Eslovênia
2147,Luísa Rocha,Barein
2148,Lara Oliveira,Angola
2149,Sr. Vinícius Cavalcanti,Guiné-Bissau
2150,João Lucas Abreu,Santa Helena
2151,Maria Flor Castro,Benim
2152,João Guilherme Leão,Colômbia
2153,Sr. Dom Nogueira,Sudão
2154,Thales Campos,Suriname
2155,Pedro Henrique Moura,Santa Helena
2156,Maria Alice Mendes,Tailândia
2157,Henry Jesus,Macau
2158,Maria Cecília Barros,Síria
2159,Renan Correia,Angola
2160,Breno Carvalho,Chade
2161,Vitória Moraes,Domínica
2162,Larissa Ferreira,Sri Lanka
2163,Nicolas Teixeira,Índia
2164,Lucas Sousa,São Pedro e Miquelon
2165,Breno Pastor,Aruba
2166,Calebe Monteiro,Polinésia Francesa
2167,Ana Lívia Sá,Mongólia
2168,Sra. Mariane Freitas,Ilhas Salomão
2169,Sr. Ravi Lucca Casa Grande,Etiópia
2170,Dra. Helena Casa Grande,Timor Leste
2171,Caleb Gomes,Peru
2172,Pedro Miguel Sampaio,Índia
2173,João Guilherme Vieira,Ilhas Virgens Britânicas
2174,Hellena Cirino,Camboja
2175,Mariana Garcia,Dhekelia
2176,Anna Liz Fernandes,República Centro-Africana
2177,Théo Rodrigues,Etiópia
2178,Luna Novaes,Índia
2179,Hadassa Sá,Costa Rica
2180,Dra. Ayla Cassiano,Grécia
2181,Maria Sophia Lopes,Grécia
2182,Cecília Moura,Ilhas Turcas e Caicos
2183,Dra. Emanuella Pereira,Chade
2184,Benjamim Cavalcanti,Gibraltar
2185,Larissa Brito,Brasil
2186,Rebeca Silva,Senegal
2187,Laís Machado,Suazilândia
2188,Oliver Rios,Santa Lúcia
2189,Pedro Moura,Ilha Wake
2190,Diego Aparecida,Benim
2191,Nicolas Pacheco,Camboja
2192,Manuela Caldeira,Marianas do Norte
2193,Levi Pereira,Papua-Nova Guiné
2194,Clarice Caldeira,Reino Unido
2195,Maria Liz Freitas,Azerbaijão
2196,Sra. Bruna Sampaio,Akrotiri
2197,Dra. Bella da Paz,República Centro-Africana
2198,Heloísa Gonçalves,Wallis e Futuna
2199,Ana Liz Campos,Ilhas Heard e McDonald
2200,Melissa Azevedo,Quênia
2201,Letícia Dias,Papua-Nova Guiné
2202,Dra. Ágatha Monteiro,Guam
2203,Marcos Vinicius Castro,Palau
2204,Rodrigo Garcia,Tunísia
2205,Otto Fonseca,Chile
2206,Anna Liz Freitas,França
2207,Camila Farias,Mayotte
2208,Sr. Felipe da Cunha,Guiana
2209,Davi Lucca Casa Grande,Ilhas Marshall
2210,Ana Fogaça,Monserrate
2211,Sra. Stephany da Cunha,Síria
2212,Thiago Ribeiro,Cuba
2213,Davi Lucas Costela,Roménia
2214,Dr. Vitor Hugo da Mota,Chile
2215,Caio Brito,Hong Kong
2216,Laís Silva,Antilhas Holandesas
2217,Maya Casa Grande,Vietnam
2218,Sarah Nunes,Afeganistão
2219,Maya Ribeiro,Quiribáti
2220,Cauã Vargas,Chade
2221,Eloá Moraes,Mauritânia
2222,Luiza Nascimento,Quiribáti
2223,Vinicius Vargas,Antilhas Holandesas
2224,Manuella da Cruz,Turquia
2225,Dr. Luiz Gustavo Camargo,Armênia
2226,Léo Pacheco,Angola
2227,Ana Carolina Correia,Gana
2228,Augusto Montenegro,Geórgia do Sul e Sandwich do Sul
2229,Isabelly Sousa,Bahamas
2230,Cecília Marques,Usbequistão
2231,Asafe Cassiano,Luxemburgo
2232,Rafael da Cunha,São Cristóvão e Neves
2233,Diogo da Cunha,Catar
2234,Luiz Fernando Costa,República Centro-Africana
2235,Sr. Theodoro Silva,Cuba
2236,Lucas Gabriel Monteiro,Grécia
2237,Levi Silva,Cuba
2238,Erick Abreu,Porto Rico
2239,Valentim Vargas,Grécia
2240,Daniel Porto,Islândia
2241,Emanuella Teixeira,Macau
2242,Leonardo Fonseca,Sudão
2243,Maya Gonçalves,Guam
2244,Henry Gonçalves,Dinamarca
2245,Dra. Agatha Montenegro,Ilhas Cook
2246,Levi Araújo,Timor Leste
2247,Allana Pastor,Vaticano
2248,Luiz Miguel Teixeira,Gana
2249,Marcela da Paz,Quirguizistão
2250,Pietra Leão,Mayotte
2251,Eduardo Fernandes,Gana
2252,Marcelo Freitas,Monserrate
2253,José Azevedo,São Marinho
2254,Josué Nunes,Canadá
2255,Renan Teixeira,Tailândia
2256,Ana Cecília Freitas,São Vicente e Granadinas
2257,Emanuelly Gomes,Nepal
2258,Dr. José Pedro da Rocha,Tokelau
2259,Yan Castro,Montenegro
2260,Enzo Gabriel Pastor,Namíbia
2261,Ana Laura Pacheco,Suécia
2262,Dr. Anthony Gabriel Araújo,Burquina Faso
2263,Maria Sophia Gomes,Jamaica
2264,Sabrina Viana,Peru
2265,Kaique Novais,Tunísia
2266,Eloá Monteiro,Índia
2267,Arthur Gabriel Rocha,Gâmbia
2268,Rael Viana,Maurícia
2269,Daniel da Mota,Filipinas
2270,Dra. Hellena Barbosa,Geórgia
2271,Eloah Dias,São Pedro e Miquelon
2272,Srta. Milena Lopes,Moçambique
2273,Ísis Siqueira,Honduras
2274,André da Luz,Coreia do Sul
2275,Heitor Rodrigues,Uganda
2276,Gael Henrique da Cruz,Mauritânia
2277,Clarice Câmara,Dinamarca
2278,Daniel Carvalho,Egito
2279,Srta. Júlia Cunha,Macau
2280,Maria Eduarda Rodrigues,Gana
2281,Daniela Dias,Etiópia
2282,Dom Aragão,Jibuti
2283,Benjamim Peixoto,Ilhas Marshall
2284,Dr. Gustavo Pereira,Reino Unido
2285,Bianca Aragão,Quirguizistão
2286,Dr. Bruno Mendonça,Dinamarca
2287,Daniela da Luz,Cazaquistão
2288,Luan Correia,Ilha Wake
2289,Ryan da Paz,Aruba
2290,Enzo Gabriel Macedo,Barbados
2291,Cecilia da Mota,Gana
2292,Alexandre Silva,São Cristóvão e Neves
2293,José Pedro Lopes,Reino Unido
2294,Elisa Moreira,Micronésia
2295,Ravy Abreu,Macedônia do Norte
2296,Maria Cecília Rocha,Domínica
2297,Sra. Carolina Pereira,Armênia
2298,Sophie Cirino,Israel
2299,Oliver Pereira,Usbequistão
2300,Sr. Luiz Henrique Monteiro,Pitcairn
2301,João Farias,Nova Caledónia
2302,Sr. Alexandre Lopes,Nicarágua
2303,Henry Pastor,Micronésia
2304,Bernardo Vieira,Índia
2305,Heitor Vargas,Ilhas Falkland
2306,Ana Luiza Nunes,México
2307,Evelyn Fernandes,Singapura
2308,Ana Júlia Câmara,Peru
2309,Srta. Beatriz Nascimento,Belize
2310,Sr. Breno Caldeira,Paquistão
2311,Srta. Luna da Paz,Angola
2312,Josué Cardoso,Bolívia
2313,Sr. Benicio Cardoso,Indonésia
2314,Sr. Isaac Machado,Ilhas Heard e McDonald
2315,Davi Pires,Singapura
2316,Sra. Ana Vitória Cavalcanti,Micronésia
2317,Davi Lucas Andrade,Equador
2318,Fernanda Fogaça,Papua-Nova Guiné
2319,Mirella Rocha,Ashmore and Cartier Islands
2320,Heloisa Correia,Ilha do Natal
2321,Maitê da Conceição,São Tomé e Príncipe
2322,Isabelly Casa Grande,Estônia
2323,Mirella Fogaça,Vanuatu
2324,Ana Beatriz Rodrigues,Índia
2325,Breno Machado,Somália
2326,Anthony das Neves,Irlanda
2327,José Fonseca,Bermudas
2328,Lívia Câmara,República Dominicana
2329,Davi Luiz Caldeira,Panamá
2330,Beatriz Ribeiro,Eslovênia
2331,Otávio Carvalho,Afeganistão
2332,Maria Camargo,Panamá
2333,Dante Teixeira,Ilhas Turcas e Caicos
2334,Noah Rodrigues,Usbequistão
2335,Laís Moreira,Chile
2336,Sra. Ana Sophia Monteiro,Venezuela
2337,Dr. Luan Fogaça,Sudão
2338,Sr. Rodrigo Farias,Moçambique
2339,Enrico da Mata,Seicheles
2340,Thomas da Cruz,Canadá
2341,Bryan Moreira,Ucrânia
2342,Benício Sá,Benim
2343,Ester Câmara,Jibuti
2344,Luísa Brito,Niue
2345,João Felipe Viana,Nova Zelândia
2346,Ana Sophia Fonseca,Malávi
2347,Maria Luiza Cunha,Arábia Saudita
2348,Marcela Machado,Hungria
2349,Sr. André Casa Grande,Luxemburgo
2350,Joana Marques,Gibraltar
2351,Srta. Isis Vieira,Catar
2352,Ana Cecília Dias,Ilhas Turcas e Caicos
2353,Clara Novais,Suriname
2354,Sra. Emilly Moura,Barbados
2355,Kamilly Garcia,Turquemenistão
2356,Dr. João Pedro Farias,Vanuatu
2357,Dante Silveira,República Dominicana
2358,Cecilia da Cunha,Alemanha
2359,Larissa Pimenta,Estados Unidos
2360,Ian Monteiro,Finlândia
2361,Valentim Souza,São Vicente e Granadinas
2362,Lucas Siqueira,Guernsey
2363,Renan Araújo,Somália
2364,Leonardo Leão,Suriname
2365,Dr. Leonardo da Conceição,Itália
2366,Stephany Pastor,Bélgica
2367,Ryan da Conceição,Dhekelia
2368,Sr. João Pedro Fonseca,Eslovênia
2369,Clarice Albuquerque,Sudão
2370,Srta. Isadora Carvalho,Guiana
2371,Sophia Moura,Granada
2372,Cecília Sampaio,União Europeia
2373,Antony Nunes,Croácia
2374,Stella Rodrigues,Síria
2375,Anthony Gabriel Brito,Macedônia do Norte
2376,Eloá Campos,Costa Rica
2377,Maria Clara Novaes,Ilha de Man
2378,Rael Pastor,Costa do Marfim
2379,Fernanda Ferreira,Hungria
2380,Pedro Lucas Cavalcanti,Moldávia
2381,Guilherme da Conceição,Aruba
2382,Daniela Albuquerque,Moçambique
2383,Thomas Cunha,Austrália
2384,Juan Jesus,Tailândia
2385,Asafe Azevedo,Paracel Islands
2386,Kamilly Garcia,Guam
2387,Fernanda Siqueira,Finlândia
2388,Noah Cirino,Belize
2389,Davi Teixeira,Nicarágua
2390,Melina Porto,Macedônia do Norte
2391,Milena Gomes,Nigéria
2392,Eduardo Cirino,África do Sul
2393,Luiz Otávio da Conceição,Panamá
2394,Maysa Barbosa,África do Sul
2395,Benício Barros,Quirguizistão
2396,Sra. Kamilly Pereira,Venezuela
2397,Ana Cecília Dias,Antártica
2398,Nicolas Rezende,Etiópia
2399,Maria Clara da Cruz,Polinésia Francesa
2400,Pietra Marques,Zimbábue
2401,Olívia Sampaio,Canadá
2402,Isabella Cardoso,Nova Caledónia
2403,Eduardo Ribeiro,Timor Leste
2404,Valentina Ferreira,Guiné
2405,Amanda Vasconcelos,Jersey
2406,Maria Isis Camargo,Bósnia e Herzegovina
2407,Thiago Rios,Arábia Saudita
2408,Maysa Rios,Estônia
2409,Elisa Garcia,Turquemenistão
2410,Calebe Silva,Palau
2411,Ana Beatriz Carvalho,Jamaica
2412,Srta. Zoe Melo,Bahamas
2413,Otto Correia,Samoa Americana
2414,Anna Liz Marques,Coreia do Norte
2415,Rafaela Barbosa,Togo
2416,Miguel da Mata,Síria
2417,Davi Miguel Teixeira,Haiti
2418,Stella Fogaça,Coral Sea Islands
2419,Antonella Teixeira,Burquina Faso
2420,Joana Abreu,Congo-Brazzaville
2421,Eloah Silveira,Montenegro
2422,Otto Brito,Ilhas Falkland
2423,Maria Alice Rocha,Fiji
2424,Luigi da Rocha,Território Britânico do Oceano Índico
2425,Amanda Marques,Wallis e Futuna
2426,Vicente Pereira,Bósnia e Herzegovina
2427,Rafael Mendes,Gibraltar
2428,Cauã Casa Grande,Jordânia
2429,Vinicius Rios,México
2430,Laís Mendes,Madagascar
2431,Sra. Julia Santos,Noruega
2432,Sophie Almeida,Guiné
2433,Heloísa Lopes,Andorra
2434,Guilherme Martins,Trindade e Tobago
2435,Manuela da Costa,Camboja
2436,Isaac Viana,Nicarágua
2437,Antony Costela,Nigéria
2438,Sra. Mariah Pires,Suíça
2439,Théo Teixeira,Jordânia
2440,Emanuella Carvalho,Níger
2441,Dr. Dom Machado,Mayotte
2442,Luana Azevedo,Líbia
2443,Lorena Vargas,Tanzânia
2444,Ravi Cavalcanti,Guiné-Bissau
2445,Sabrina Costa,Austrália
2446,Ana Vitória Silva,Ilha Bouvet
2447,Danilo Vieira,Islândia
2448,Maria Laura Aparecida,Jan Mayen
2449,Davi Lucas Vieira,Finlândia
2450,Rafaela Brito,Senegal
2451,Luiz Gustavo Pimenta,Ilha Norfolk
2452,Mariah da Luz,Índia
2453,Sra. Amanda da Conceição,Suíça
2454,Dr. Gael Henrique Guerra,Letônia
2455,Benjamin da Luz,Líbia
2456,Luana Costela,Nova Zelândia
2457,Leonardo Vasconcelos,Filipinas
2458,Sr. João das Neves,República Dominicana
2459,João Lucas Lopes,Ilhas Caiman
2460,Melina Nascimento,Marrocos
2461,Dr. Vitor Hugo Araújo,Reino Unido
2462,Leonardo Casa Grande,Territórios Austrais Franceses
2463,Heloisa Albuquerque,Japão
2464,Lavínia Lima,Eritreia
2465,Vinicius Pastor,Brunei
2466,Ísis Dias,Costa do Marfim
2467,Dr. Luiz Fernando Monteiro,Bulgária
2468,Luna Oliveira,Antártica
2469,Luara Farias,Ilhas Heard e McDonald
2470,Sarah Moraes,Omã
2471,Sofia Teixeira,Irlanda
2472,Marcos Vinicius Martins,Comores
2473,Antônio Cavalcanti,Cazaquistão
2474,Ana Cecília Rodrigues,São Marinho
2475,Dr. João Vitor Moura,Coreia do Sul
2476,Isabel Araújo,Haiti
2477,Raquel Aparecida,Bélgica
2478,Kamilly Cunha,Irlanda
2479,Leonardo Ferreira,Japão
2480,João Gabriel da Cunha,Eslováquia
2481,Erick Cunha,Congo-Brazzaville
2482,Davi Pastor,Eslováquia
2483,Dra. Giovanna Mendes,Gâmbia
2484,Srta. Mariah Ribeiro,Peru
2485,Eduardo Camargo,Barein
2486,Joaquim Guerra,Salvador
2487,Maria Vitória Araújo,Nepal
2488,Diego Ferreira,Peru
2489,Gustavo Dias,Uganda
2490,Marcos Vinicius da Paz,Vaticano
2491,Anthony Novais,Níger
2492,Fernanda Sousa,Países Baixos
2493,Théo Correia,Wallis e Futuna
2494,Pedro Miguel Camargo,Monserrate
2495,Dr. Mathias Andrade,Austrália
2496,Oliver Almeida,Ilhas Salomão
2497,Dra. Camila Monteiro,Brunei
2498,Larissa Cavalcanti,Hong Kong
2499,Rhavi Nascimento,Territórios Austrais Franceses
2500,Dr. Igor Pimenta,Malásia
2501,Sophia Câmara,Macedônia do Norte
2502,Luiz Otávio Barros,Angola
2503,Cecília Alves,Ucrânia
2504,Matheus das Neves,Equador
2505,Pedro Lucas Teixeira,Cabo Verde
2506,Diego Garcia,Angola
2507,Antonella da Paz,Usbequistão
2508,Caleb Viana,Barbados
2509,Ana Julia da Cruz,Austrália
2510,Renan Costa,Ashmore and Cartier Islands
2511,Vitor Mendes,Tajiquistão
2512,Ana Julia Freitas,Butão
2513,Dr. Ravi Monteiro,Tanzânia
2514,João Guilherme Fernandes,China
2515,Ravy Cardoso,Samoa Americana
2516,Daniela Fogaça,Guiné Equatorial
2517,Dr. Bernardo Pereira,Indonésia
2518,Benício Oliveira,Botsuana
2519,Gabriela Dias,Antígua e Barbuda
2520,Vinicius Nunes,Costa Rica
2521,Sr. Thiago Casa Grande,Polônia
2522,Maria Júlia da Mota,Congo-Brazzaville
2523,Lorena Pacheco,Ilha do Natal
2524,João Felipe Brito,Polinésia Francesa
2525,Vicente Pimenta,Polinésia Francesa
2526,Isadora Borges,Vanuatu
2527,Mariah Costela,Antilhas Holandesas
2528,Diego Lima,Maurícia
2529,Elisa Vasconcelos,Finlândia
2530,Bernardo Teixeira,Monserrate
2531,Anna Liz Ferreira,Bielorrússia
2532,Srta. Maysa Lima,Libéria
2533,Dr. Mathias Duarte,Egito
2534,Vinícius Oliveira,Dhekelia
2535,Dr. Leandro Cardoso,Angola
2536,Ana Carolina da Costa,Kuwait
2537,Rafaela Barros,Honduras
2538,Mirella Andrade,São Cristóvão e Neves
2539,Ana Laura da Mota,São Vicente e Granadinas
2540,Dra. Manuella Porto,Dinamarca
2541,Matheus Jesus,Finlândia
2542,Dra. Stephany Borges,Austrália
2543,Murilo Moura,Dhekelia
2544,João Miguel Silva,Pitcairn
2545,Maria Liz da Rosa,Tuvalu
2546,Felipe da Mota,Peru
2547,José Miguel Araújo,Brasil
2548,Lorena Fernandes,Domínica
2549,Emanuel Santos,Geórgia
2550,Leandro Cirino,Ilhas Marshall
2551,Luara Souza,Svalbard e Jan Mayen
2552,Isis Melo,Ilha Norfolk
2553,Sr. Theodoro Cunha,Indonésia
2554,Ísis Marques,Nicarágua
2555,Camila Pereira,Haiti
2556,Bento da Rocha,Brasil
2557,Emilly Gonçalves,Zâmbia
2558,Melina da Paz,Síria
2559,Joaquim Fogaça,Butão
2560,Srta. Olivia das Neves,Burundi
2561,Ayla Carvalho,Croácia
2562,Asafe Araújo,Vietnam
2563,Ayla Albuquerque,Ilhas Caiman
2564,Luiz Otávio Marques,Akrotiri
2565,Raquel da Luz,Ilhas Virgens Britânicas
2566,Maitê Castro,Croácia
2567,Vitória Pinto,Congo-Kinshasa
2568,Dr. Gustavo Henrique Fonseca,Seicheles
2569,Leandro Ferreira,Tuvalu
2570,Ana Laura Jesus,Argentina
2571,Maria Sophia Cardoso,Senegal
2572,Daniela Mendes,Território Britânico do Oceano Índico
2573,Srta. Kamilly Câmara,Iêmen
2574,Gael Henrique Sampaio,Jibuti
2575,Ian Costa,Bolívia
2576,Levi Melo,Liechtenstein
2577,Calebe Pimenta,Guiné-Bissau
2578,Theodoro Fernandes,Quirguizistão
2579,Ísis Guerra,Gibraltar
2580,Henry Gabriel da Mata,Ilha do Natal
2581,Gabriela Fernandes,Guiana
2582,Emanuella Novais,Benim
2583,Eduarda Pereira,Benim
2584,Sra. Maria Luiza Novais,Bielorrússia
2585,Dra. Carolina Oliveira,Quirguizistão
2586,Luísa Aragão,Peru
2587,Ravi Lucca Pacheco,Egito
2588,Maria das Neves,Guiana
2589,Eloah Ramos,Tunísia
2590,Carlos Eduardo da Cruz,Arábia Saudita
2591,Breno Leão,Egito
2592,Sr. Kevin Siqueira,Cabo Verde
2593,Heloisa Nogueira,Japão
2594,Emanuel Pimenta,Bielorrússia
2595,Larissa Machado,Congo-Kinshasa
2596,Breno Andrade,Dinamarca
2597,Sra. Lunna Andrade,Finlândia
2598,João Lucas Costa,Marianas do Norte
2599,Caio Dias,Niue
2600,Luiz Otávio Almeida,São Pedro e Miquelon
2601,Dra. Ágatha Carvalho,Congo-Brazzaville
2602,José Pedro Cavalcante,Congo-Kinshasa
2603,Maria Julia Pastor,Síria
2604,Theo Moura,Bolívia
2605,Srta. Manuella Monteiro,Ilha Bouvet
2606,Valentim Cardoso,Ilhas Virgens Americanas
2607,Dra. Ana Lívia Viana,Ilhas Virgens Americanas
2608,Luiz Felipe Melo,São Pedro e Miquelon
2609,Zoe Nogueira,Tonga
2610,Vicente Marques,Ilhas Virgens Americanas
2611,Enzo Gabriel Mendes,Quirguizistão
2612,Ayla Araújo,Groenlândia
2613,Ana Lívia Nunes,Albânia
2614,Emanuel Vasconcelos,Nova Caledónia
2615,Dr. Murilo Souza,Samoa
2616,Enrico Souza,Gibraltar
2617,Sra. Maria Isis Montenegro,Argentina
2618,Srta. Alice Barbosa,Aruba
2619,João Vitor Macedo,Jamaica
2620,Helena Mendonça,Ilha do Natal
2621,Luana Dias,Lituânia
2622,Calebe Teixeira,São Cristóvão e Neves
2623,Alexia Aragão,Santa Lúcia
2624,Davi Miguel Brito,Uganda
2625,Mirella Siqueira,Paraguai
2626,Enzo Gabriel Câmara,Nepal
2627,Mariah da Conceição,Madagascar
2628,João Guilherme Novais,Singapura
2629,Ana Clara Viana,Anguila
2630,Gabriela Vieira,Malásia
2631,José Sales,Montenegro
2632,Srta. Isabel Lopes,Níger
2633,Lorenzo Cavalcanti,Benim
2634,Pedro Lucas Macedo,Nauru
2635,Lavínia Souza,Afeganistão
2636,Isadora Lima,Panamá
2637,Júlia da Rosa,Bahamas
2638,Henry Gabriel Rios,Congo-Brazzaville
2639,Maria Sophia Fogaça,Nigéria
2640,Evelyn da Conceição,Singapura
2641,Aurora Duarte,Antígua e Barbuda
2642,Srta. Alícia Vargas,Congo-Brazzaville
2643,João Felipe Correia,Panamá
2644,Cecília da Costa,Trindade e Tobago
2645,Léo Rezende,Barbados
2646,Dra. Maria Isis Martins,Singapura
2647,Isabelly Moura,Dhekelia
2648,Marina Barbosa,Zâmbia
2649,Dr. Théo Dias,Paracel Islands
2650,Rebeca Novaes,Suriname
2651,Lucas Gabriel da Mata,São Vicente e Granadinas
2652,Ana Luiza Borges,Porto Rico
2653,Levi Pimenta,São Pedro e Miquelon
2654,Marcelo Rios,França
2655,Luna da Rocha,Cabo Verde
2656,João Miguel Pastor,Países Baixos
2657,Caroline Azevedo,Itália
2658,Dra. Ana Vieira,Porto Rico
2659,Srta. Maria da Costa,Guiné
2660,Ana Carolina Pimenta,Dhekelia
2661,Maria Fernanda Pires,Camboja
2662,Sr. Liam Moreira,Chile
2663,Dr. Fernando Oliveira,Benim
2664,José Pedro Fernandes,Portugal
2665,Ana Sophia Ramos,Samoa Americana
2666,Nathan Rodrigues,Senegal
2667,Diego Montenegro,Camarões
2668,Brayan Viana,Guam
2669,Luiz Gustavo Santos,Jibuti
2670,Isaque Duarte,Camarões
2671,Srta. Alice Casa Grande,Território Britânico do Oceano Índico
2672,Lucas Cassiano,Nicarágua
2673,Luiz Miguel Pimenta,Países Baixos
2674,Sra. Lunna Viana,Finlândia
2675,Manuela Souza,China
2676,Sra. Rafaela Jesus,Svalbard e Jan Mayen
2677,Bruno Barbosa,Jordânia
2678,Daniel Araújo,Tajiquistão
2679,Srta. Milena Ferreira,São Marinho
2680,João Lucas Mendes,Estônia
2681,Mathias Pires,Somália
2682,Bianca Barbosa,Quirguizistão
2683,Augusto Porto,Ilhas dos Cocos
2684,Daniela Fernandes,Coreia do Norte
2685,Sra. Yasmin da Cruz,Serra Leoa
2686,Augusto Gonçalves,Lesoto
2687,Henrique Casa Grande,Sérvia
2688,Mirella Gomes,Estados Unidos
2689,Cauê da Mata,Cabo Verde
2690,Aylla Fonseca,Japão
2691,Clara Campos,Malávi
2692,José Pedro Rios,Tanzânia
2693,Caio Almeida,São Marinho
2694,Zoe Casa Grande,Quênia
2695,Lara Mendonça,Antilhas Holandesas
2696,Lucas Gabriel Vargas,Guiana
2697,Maria Sophia Cassiano,Maurícia
2698,Clarice Novais,Equador
2699,Murilo Moreira,Gibraltar
2700,Eduardo Rios,Nova Caledónia
2701,João Pedro Rios,Sara Ocidental
2702,Dra. Zoe Araújo,Burundi
2703,Isabela Martins,Gabão
2704,Srta. Helena Silveira,Belize
2705,Ayla Silva,Marrocos
2706,Raquel Porto,Svalbard e Jan Mayen
2707,Olivia da Mota,Uganda
2708,Otávio Pires,Bahamas
2709,Heloísa Ribeiro,Somália
2710,Mateus Gonçalves,Sri Lanka
2711,Manuella Fernandes,Kuwait
2712,José Miguel da Mota,Lituânia
2713,Renan Rocha,Coral Sea Islands
2714,Dra. Esther Aragão,Dhekelia
2715,Sra. Pietra Sampaio,Salvador
2716,Gustavo Henrique Camargo,Seicheles
2717,Srta. Ana Beatriz da Mota,Suíça
2718,Yago Macedo,Polinésia Francesa
2719,Dra. Maria Cecília Oliveira,China
2720,Gael Henrique Garcia,Moçambique
2721,Eloá Almeida,Países Baixos
2722,Lavínia Andrade,Ilha Norfolk
2723,Guilherme Nascimento,Jibuti
2724,Sra. Eloah Rezende,Guernsey
2725,Apollo das Neves,Akrotiri
2726,Raul Cavalcante,Taiwan
2727,Sofia Barros,Botsuana
2728,Mateus da Rocha,Ilhas Salomão
2729,Luísa Silva,Ilhas Caiman
2730,Julia Correia,Filipinas
2731,Sra. Clara Lopes,Guiné Equatorial
2732,Hadassa Novaes,Eslováquia
2733,Aurora Novaes,Omã
2734,Olivia Pacheco,Jersey
2735,Ana Liz Moura,Malásia
2736,Alice Porto,Akrotiri
2737,Sara Borges,Akrotiri
2738,Mariah Rocha,Estônia
2739,Diogo Santos,Bangladesh
2740,Vitor Hugo Novais,Akrotiri
2741,Davi Miguel Moraes,Singapura
2742,Lucas Gabriel Pires,Ilhas Virgens Britânicas
2743,Dra. Zoe Câmara,Senegal
2744,Mariane da Rocha,Cuba
2745,Maria Alice Melo,Paraguai
2746,Maria Isis Ribeiro,Uruguai
2747,Maria Laura Ferreira,Guiné
2748,Bernardo da Conceição,Namíbia
2749,Isabella Nascimento,Tanzânia
2750,Pedro Henrique Pacheco,Estados Unidos
2751,Dr. Luan Andrade,Brunei
2752,Théo Freitas,Cuba
2753,Alice Sales,Tailândia
2754,Théo Farias,União Europeia
2755,Heloisa Duarte,Timor Leste
2756,Srta. Gabrielly Duarte,Malta
2757,Antônio Novaes,Polinésia Francesa
2758,Manuella da Luz,Lituânia
2759,Raul Albuquerque,Andorra
2760,Emilly Gomes,Guiné
2761,Srta. Maria Alice Pastor,Catar
2762,Thiago Pastor,Estônia
2763,André da Rosa,Filipinas
2764,Maysa Vieira,Granada
2765,Maria Laura Camargo,São Pedro e Miquelon
2766,Dr. Vicente da Conceição,Uganda
2767,Bianca Aragão,Espanha
2768,Arthur Miguel da Luz,Antígua e Barbuda
2769,Dra. Allana Azevedo,Argélia
2770,Joaquim Cunha,Costa do Marfim
2771,Enzo Gabriel Silveira,Zâmbia
2772,Sr. Thomas Ramos,Guam
2773,Luiz Henrique Costa,Burundi
2774,Isaac da Mota,Ilha Norfolk
2775,Maria Lima,Sérvia
2776,Ana Liz da Rosa,Svalbard e Jan Mayen
2777,Leonardo Câmara,Japão
2778,Isaac Caldeira,Coral Sea Islands
2779,Srta. Gabrielly Siqueira,Ilha do Natal
2780,Maria Isis Barbosa,Trindade e Tobago
2781,Erick das Neves,Brasil
2782,Manuella Campos,Guernsey
2783,Sra. Emanuelly Fogaça,República Centro-Africana
2784,Sra. Rafaela Rios,Bulgária
2785,Melina Pacheco,Turquia
2786,Nicolas Mendonça,Cuba
2787,Dra. Maria Cecília Sales,México
2788,Dante Araújo,Singapura
2789,Melina Martins,Chade
2790,Fernando da Mota,Birmânia
2791,Dr. Caleb Melo,Birmânia
2792,Luiz Fernando Lima,Congo-Kinshasa
2793,Ana Julia Cassiano,Alemanha
2794,Dr. Erick Campos,Estados Unidos
2795,Paulo Sampaio,Barbados
2796,Henry Gabriel Cunha,Ilha de Man
2797,Mariana da Conceição,Suíça
2798,Alexia Sampaio,Líbano
2799,Emanuelly Silva,África do Sul
2800,Lorena Garcia,Guatemala
2801,Carolina Camargo,Antilhas Holandesas
2802,Sofia Pereira,Croácia
2803,Sra. Lunna Melo,Iraque
2804,Isaac Ribeiro,Mônaco
2805,Henry Gabriel Vargas,Azerbaijão
2806,Gael Henrique Brito,Burquina Faso
2807,Theodoro Santos,Jan Mayen
2808,Dr. Benjamim Pimenta,Palau
2809,Melissa Campos,São Vicente e Granadinas
